Mol_No,SMILES,actual,predict
671,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,16.2,16.179500000000015
674,CCOC=C,14.9,15.150000000000016
676,CCOC#CC,15.9,15.36550000000002
677,C=C,15.0,15.907625000000017
695,OCCOCc1ccccc1,17.8,18.583000000000034
701,CCOCCO,15.9,16.049499999999995
709,C1CO1,15.6,17.509
712,C1CN1,17.7,17.648333333333373
714,COC#C,15.8,15.258499999999994
716,COc1cc(CC=C)ccc1O,19.0,18.508333333333344
717,CC1(C)C2CCC1C(=C)C2,16.9,16.689500000000017
718,COc1cc(\C=C\C(O)=O)ccc1O,19.0,19.23850000000002
721,FC=C,15.2,14.686500000000025
725,NC=O,17.2,16.072
728,N#C/C=C/C#N,16.7,16.3725
731,OCc1occc1,17.4,18.456000000000014
732,OCC(O)CO,17.4,17.65550000000002
762,NN,14.2,16.389125000000007
764,OO,15.5,16.59699999999999
766,OCCOC(=O)C=C,16.0,16.321999999999996
769,IC(=C)C=C,19.9,17.018999999999966
770,IC(I)I,20.2,17.132125000000002
783,CC(C)C(O)=O,15.7,15.747999999999992
791,CC(C)c1ccccc1,18.1,19.021166666666655
800,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,16.0,17.101499999999984
820,CO,14.7,14.935499999999983
822,COCO,16.0,15.749000000000002
826,COC(=O)CC(C)=O,16.4,15.965499999999988
827,CC#C,15.1,15.105499999999997
828,COC(=O)C=C,15.3,15.80100000000002
834,CCCCC(C)=O,15.3,15.848000000000003
840,CCOC,14.0,15.183500000000006
849,CC(C)CCC(C)=O,16.0,15.65250000000001
850,CC(C)CC(C)O,15.4,15.268000000000013
866,COC(=O)c1ccccc1O,18.1,18.678499999999993
867,C[SiH3],15.5,15.659000000000008
871,CC(=O)C=C,15.6,15.79650000000001
877,COC(C)(C)C,14.8,15.004499999999977
878,COCOC,15.0,15.063499999999998
888,CN(C)C(C)=O,16.8,16.200500000000023
890,OCCN1CCCC1=O,18.0,17.924
891,CC(=O)N1CCCCCC1=O,18.9,17.94050000000003
902,CCCCC1CCCC1,16.4,16.577833333333302
905,CCCCOC(=O)c1ccccc1O,17.9,17.722000000000026
906,CCCCc1ccccc1,17.4,17.828500000000023
909,O=C1CCCN1C2CCCCC2,18.2,17.823000000000008
914,CCCCCCCOC(C)=O,15.8,15.799500000000045
916,CNC=O,17.4,15.873000000000006
918,CN1CCCC1,16.8,17.929750000000016
923,CCCOC(C)=O,15.3,15.758000000000036
927,c1ccc2ccccc2c1,19.2,19.892499999999988
938,CCCCCCCCCC(C)(O)Oc1ccccc1,16.7,17.662000000000013
955,CCCCCCCC,15.5,15.687499999999991
966,[O-][O+]=O,19.8,16.21250000000001
968,Brc1ccc(cc1)C#N,20.4,19.645000000000017
971,Cc1ccc(Br)cc1,19.3,19.1235
979,CCc1ccc(CC)cc1,18.0,18.26300000000003
982,CCCCc1ccc(C)cc1,17.4,17.754000000000012
984,CC(=O)Nc1ccc(O)cc1,17.8,19.26899999999999
987,ClC(Cl)C(Cl)(Cl)Cl,18.2,17.985950000000006
992,CCCCC,14.5,15.316000000000006
995,FC(F)=C(F)F,15.1,14.65150000000001
1010,ClP(Cl)Cl,18.4,17.663875000000008
1011,O=C1OC(=O)c2ccccc12,20.0,19.979000000000028
1016,CC(=O)OCC#C,16.3,15.667000000000007
1020,CCC(N)=O,16.7,16.67750000000004
1034,CCCCOCC(C)O,15.3,15.680500000000002
1038,CC(C)OCC(C)O,15.5,15.571999999999997
1044,CC1CO1,15.2,17.468833333333354
1055,CC(=O)C#N,15.9,15.963500000000009
1059,Oc1ccccc1C=O,19.0,19.51900000000001
1060,OC(=O)c1ccccc1O,19.0,19.620499999999996
1061,OC(=O)CCCCCCCCC(O)=O,17.1,16.782499999999967
1062,CCC(C)OC(C)=O,15.0,15.638999999999985
1064,COc1cc(/C=C/CO)cc(OC)c1O,19.2,18.69583333333334
1076,O=[S]=O,15.8,16.619000000000014
1099,Cl[S](Cl)=O,16.9,17.947749999999996
1101,Sc1ccccc1,20.0,19.481999999999996
1104,CC(C)c1ccc(C)cc1O,19.0,18.879499999999993
1114,CCCCO[P](=O)(OCCCC)OCCCC,16.3,16.126999999999978
1145,COC(C)COC(C)COC(C)CO,15.3,15.717499999999978
1182,O=C1CCO1,17.0,18.118999999999993
1184,COC(=O)C(Cl)=C,15.9,16.601500000000005
