Mol_No,SMILES,actual,predict
606,CO[S](=O)(=O)OC,13.0,12.913500000000006
610,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,2.0,3.1713666666666653
623,CCCOC(C)COC(C)CO,6.1,5.960500000000005
624,COC(C)COC(C)COC(C)=O,4.9,4.291500000000008
626,C=CSC=C,4.6,5.1169999999999956
639,CCOC(C)OC(=O)CC,3.3,6.837500000000003
641,CCOC(=O)CC(C)=O,7.3,7.233500000000007
652,CCCCCC(=O)OCC,3.2,4.727166666666672
654,CCN=[CH+],15.2,6.5575
659,CCOC(=O)C(=C)C#N,10.3,8.571000000000016
663,CCOCl,8.6,7.199000000000001
665,CCN=C=O,12.0,9.322500000000002
670,CCSC,4.8,5.967999999999998
673,CCSC#N,13.4,13.661000000000012
681,BrCCBr,3.5,6.6740000000000075
685,CCCCOCCOC(C)=O,7.5,3.8377916666666714
686,CCCCOCC.OCCO,4.9,5.031333333333339
688,CC(C)(C)OCCOC(C)(C)C,4.1,5.139499999999998
692,COCCOC,6.3,5.9190000000000005
698,CCCOCCO,8.7,6.74650000000001
706,COCCOC(C)=O,5.5,4.462600000000004
727,FC=O,10.1,10.416500000000006
735,CCOCC.OCC(O)CO.OC(O)=O,18.5,13.214666666666664
746,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.1,6.191500000000006
751,Fc1c(F)c(F)c(F)c(F)c1F,0.0,6.770749999999995
760,CCCCCCOC(C)=O,2.9,3.7369999999999925
780,CC(C)C[S](=O)CC(C)C,10.5,10.829000000000002
784,N=C=O,10.5,8.336999999999996
786,CCC(C)C,0.0,4.07525
794,CCCCCCCCCCCCCCCC(=O)OC(C)C,3.9,3.5715000000000017
799,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,8.2,8.303500000000007
801,CC(C)[C@@H]1CC[C@@H](C)CC1=O,8.1,10.220499999999996
802,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,4.7,6.7400000000000055
812,C[C@@H]1CCc2c(C)coc2C1,4.6,4.664541666666666
819,C,0.0,5.198125000000001
823,CCCCC(=O)COC,6.0,5.089816666666672
829,CC=CCC#N,11.3,16.096000000000032
830,CN,7.0,6.237416666666665
848,CI,7.7,4.998666666666662
853,CC(=C)C(C)=O,12.1,8.857999999999985
854,CN=C=S,16.2,5.353145238095235
870,COC=C,5.3,4.694749999999998
874,COC#CC,6.3,5.208599999999998
879,ClCCl,7.3,7.614499999999993
882,CN(C)C(=S)N(C)C,6.0,8.38744642857142
884,CCN(Cl)Cl,7.6,6.609499999999986
897,CCCCOC(=O)CC(C)=O,5.8,4.804450000000001
898,CCCCOC(=O)C=C,6.2,4.624784523809524
915,CNC(C)=O,17.0,12.461000000000002
917,C[N+]1([O-])CCOCC1,16.1,5.538708333333329
919,CN1CCCC1=O,12.3,10.284500000000007
920,CNc1ccccc1,6.0,3.3799999999999994
921,CCCCN1CCCC1=O,9.9,9.878700000000014
925,CCCOC(=O)CC,5.6,5.760642857142865
932,[O-][N+](=O)C=C,16.6,11.31749999999999
944,Fc1ccccc1Cl,8.7,7.263499999999996
947,Cc1ccccc1Cl,4.9,11.87699999999998
950,Fc1ccccc1F,9.0,6.979499999999989
954,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,1.3,4.273541666666663
958,CCCCCCCC\C=C/CCCCCCCC(O)=O,2.8,3.9115833333333296
960,C[Si](C)(C)O[Si](C)(C)C,2.0,5.039374999999993
965,C1COC1,10.0,6.6157499999999985
967,COc1ccc(N)cc1,6.5,5.642499999999992
988,ClC1C(Cl)(Cl)C1(Cl)Cl,10.5,5.259750000000002
990,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,8.1,8.605500000000013
991,CCCCC=O,9.4,9.299500000000013
1000,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,0.9820000000000002
1001,CCOc1ccccc1,4.5,4.149999999999992
1003,CC(=O)Oc1ccccc1,5.2,6.3410000000000055
1005,C#Cc1ccccc1,2.8,2.8803619047619042
1008,O[P](O)(O)=O,18.6,10.426500000000006
1015,CCC,0.0,4.824249999999996
1024,CCC(Cl)=O,10.3,8.772000000000004
1035,CCOCC(C)O,6.5,6.071499999999998
1037,CC(C)COCC(C)O,4.7,5.924499999999998
1049,c1ccnnc1,17.4,8.92425833333332
1051,c1cncnc1,9.4,10.426999999999982
1054,C1CCNC1,6.5,6.449999999999999
1056,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,6.6,7.445000000000004
1069,C1OC1c2ccccc2,5.8,5.782500000000002
1071,O=C1CCC(=O)O1,17.5,16.173500000000004
1074,O=[S]1(=O)CCCC1,17.4,11.360500000000007
1079,CC(C)(C)O,5.1,5.936304761904763
1083,CCO[Si](OCC)(OCC)OCC,4.3,5.7164999999999955
1092,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,8.5,11.105499999999992
1095,CC(O)=S,6.7,8.598630952380953
1100,s1cccc1,2.4,5.947374999999999
1102,NC(N)=S,19.4,9.971483333333333
1113,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,3.8,4.7009500000000015
1115,OC(=O)C(Cl)(Cl)Cl,7.0,7.690416666666677
1117,Clc1ccc(c2ccccc2)c(Cl)c1Cl,5.3,6.0844999999999985
1121,Cl[SiH](Cl)Cl,3.6,6.19954166666667
1129,OCCOCCOCCO,12.5,10.113
1131,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO,3.1,9.373499999999993
1137,CN(C)C,3.4,4.714166666666659
1140,CO[P](=O)(OC)OC,10.5,16.842999999999968
1154,C=CCOC=C,6.5,4.852999999999994
1155,NC=C,7.2,5.283499999999996
1160,OCCOCCOC=C,7.5,9.747499999999997
1166,C=COC=O,6.5,9.389000000000012
1167,IC=C,5.5,4.330449999999997
1168,CC(C)COC=C,4.1,4.841500000000001
1169,CC(C)OC=C,3.5,4.04925
1171,CCCOC=C,3.5,5.182500000000002
1175,[SiH3]C=C,2.6,4.040499999999998
1176,FC(F)(F)C(=O)OC=C,4.3,6.909500000000008
1185,O=C1CCCO1,16.6,16.67899999999999
