Mol_No,SMILES,actual,predict
247,Cc1ccc(Cl)c(Cl)c1,9.8,5.01045
256,CCCCOC(C)CCO,5.5,4.425042
273,CC1CCCC(=O)C1,7.7,8.40713
275,C[C](C)=[C]=[CH2],2.5,5.454157
280,Nc1cccc(c1)[N+]([O-])=O,17.7,12.4697075
290,Clc1ccc(cc1)C#N,8.0,14.444792
291,Clc1ccc(cc1)C(Cl)(Cl)Cl,5.5,4.654118
292,OCc1ccc(Cl)cc1,7.5,8.702801
299,CCC(=O)c1ccc(F)cc1,7.1,7.9231725
311,O=C1C=C2NC=CC2=CC1=O,9.3,17.709965
316,O=C1C(=O)c2ccccc2c3ccccc13,17.1,9.048525
318,CC=O,12.5,10.694387
319,CC=NO,4.0,5.5073113
328,CC(=O)c1ccccc1,9.0,7.5677967
333,CC(Br)=O,10.6,9.351548
336,CC(F)=O,14.0,7.8496633
351,NCC=C,5.7,5.7807302
354,C=CCC#N,14.3,12.900304
355,CCOCC=C,4.8,6.521282
358,ICC=C,6.4,5.3947067
359,C=CC[N+]#[C-],13.0,5.9109335
362,SCC=C,6.2,7.056944
363,CC(=C)C(=O)OCC=C,4.1,6.1372523
367,N,16.7,5.9744153
370,COc1ccc(C=CC)cc1,4.3,5.640238
371,Nc1ccccc1,5.8,6.920202
380,c1ccccc1,0.0,5.608512
390,CC(=O)OCc1ccccc1,5.7,4.8365493
405,ClB(Cl)Cl,2.5,6.6810036
410,BrC=C,6.3,5.5388412
423,CCCCOC(C)=C,5.3,3.4357395
427,CCCCOC(=O)C1CC=CCC1C,2.5,2.535968
429,CCCC=O,10.1,9.590351
432,CCCC#N,12.4,12.898403
438,O=C=O,6.3,9.229784
439,S=C=S,0.0,7.1008005
447,[Cl],10.0,4.702955
453,ClCC(Cl)=O,9.2,9.845387
458,ClC(Cl)Cl,3.1,6.525502
461,[O-][N+](=O)C(Cl)(Cl)Cl,6.8,10.134649
462,ClC(=C)C=C,5.4,7.047001
477,O=C1CCC1,11.4,12.210431
478,O=C1CCCCCCCCC1,8.0,9.603278
486,C1CCC=CC1,1.0,4.7086563
494,O=C1CCCC1,11.9,11.173898
506,CCCCOC(=O)/C=C/C(=O)OCCCC,3.0,6.023045
513,COCCOCCOC,6.1,6.4627233
514,CCCCC(CC)CNCC(CC)CCCC,0.8,5.7377224
523,CC(C)O[P](C)(=O)OC(C)C,10.0,9.547736
532,CC(=O)CC(C)(C)O,8.2,7.21833
534,C=CCOCC=C,4.4,7.700821
535,C=[N+]=[N-],6.1,4.9522033
541,CCCCC(=O)CCCC,7.7,5.704238
545,ClC(Cl)C=O,9.1,10.922352
548,FC(F)(Cl)Cl,2.0,2.2832508
549,ClC(Cl)=C,7.8,6.430911
554,CCNCC,2.3,5.099165
567,CCCCOCCOCCOC(C)=O,4.1,4.6057982
572,COC(C)(C)C.OCCOCCO,7.2,7.084613
575,CCOCCOCCOC(C)=O,5.1,3.8995883
578,NCCNCCN,7.1,8.391635
583,C1COC=CC1,5.5,3.8302748
590,CC#CC,3.4,5.9744153
598,CN(C)C=O,13.7,10.979714
599,COC(=O)CCCC(=O)OC,7.7,6.6627884
605,COC(=O)CCC(=O)OC,7.7,7.942981
613,c1ccc(cc1)C#Cc2ccccc2,2.0,3.6240194
615,O=[S](=O)(c1ccccc1)c2ccccc2,14.4,15.174513
621,COC(C)COC(C)CO,5.7,7.5090547
630,CNC(C)Cc1ccc2OCOc2c1,5.1,4.9749813
651,CCCC(=O)OCC,5.6,5.1783104
655,CCCl,6.1,7.5839567
661,CCF,9.3,5.099165
671,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,3.2,4.416426
674,CCOC=C,4.9,4.327491
676,CCOC#CC,6.4,5.615808
677,C=C,2.0,5.3947067
695,OCCOCc1ccccc1,5.9,6.220422
701,CCOCCO,7.2,6.994555
709,C1CO1,10.0,6.2406244
712,C1CN1,11.0,5.821943
714,COC#C,8.1,6.085537
716,COc1cc(CC=C)ccc1O,7.5,4.8251133
717,CC1(C)C2CCC1C(=C)C2,1.5,3.6725266
718,COc1cc(\C=C\C(O)=O)ccc1O,6.6,7.603155
721,FC=C,7.0,5.3947067
725,NC=O,26.2,12.612122
728,N#C/C=C/C#N,13.6,16.67936
731,OCc1occc1,7.6,8.048746
732,OCC(O)CO,11.3,11.677943
762,NN,8.3,7.9013953
764,OO,12.2,6.413697
766,OCCOC(=O)C=C,13.2,7.0284157
769,IC(=C)C=C,5.6,4.847067
770,IC(I)I,3.6,5.8189135
783,CC(C)C(O)=O,5.4,7.19221
791,CC(C)c1ccccc1,1.2,4.5166397
800,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,4.7,8.828386
820,CO,12.3,6.583333
822,COCO,9.0,7.1758485
826,COC(=O)CC(C)=O,8.6,8.025267
827,CC#C,3.8,5.9744153
828,COC(=O)C=C,6.7,7.580159
834,CCCCC(C)=O,6.1,5.580668
840,CCOC,4.7,5.4665594
849,CC(C)CCC(C)=O,5.7,5.8200545
850,CC(C)CC(C)O,3.3,4.7344093
866,COC(=O)c1ccccc1O,8.0,9.523315
867,C[SiH3],3.3,6.8083477
871,CC(=O)C=C,12.5,8.630377
877,COC(C)(C)C,4.3,4.8694344
878,COCOC,1.8,3.9722574
888,CN(C)C(C)=O,11.5,9.174779
890,OCCN1CCCC1=O,9.2,12.476359
891,CC(=O)N1CCCCCC1=O,8.7,10.5797415
902,CCCCC1CCCC1,0.0,-0.30635697
905,CCCCOC(=O)c1ccccc1O,4.8,5.005465
906,CCCCc1ccccc1,0.1,2.042207
909,O=C1CCCN1C2CCCCC2,6.8,12.087551
914,CCCCCCCOC(C)=O,2.9,2.445273
916,CNC=O,18.8,10.979714
918,CN1CCCC1,2.8,5.78169
923,CCCOC(C)=O,4.3,5.9881077
927,c1ccc2ccccc2c1,2.0,5.2561264
938,CCCCCCCCCC(C)(O)Oc1ccccc1,10.2,5.5368924
955,CCCCCCCC,0.0,0.6818274
966,[O-][O+]=O,4.2,13.414657
968,Brc1ccc(cc1)C#N,9.3,15.492018
971,Cc1ccc(Br)cc1,6.8,6.4893947
979,CCc1ccc(CC)cc1,0.0,4.7841654
982,CCCCc1ccc(C)cc1,0.1,2.5269864
984,CC(=O)Nc1ccc(O)cc1,10.5,12.956051
987,ClC(Cl)C(Cl)(Cl)Cl,3.2,5.018037
992,CCCCC,0.0,3.023102
995,FC(F)=C(F)F,0.0,5.631315
1010,ClP(Cl)Cl,3.6,6.6810036
1011,O=C1OC(=O)c2ccccc12,14.4,14.730777
1016,CC(=O)OCC#C,5.2,5.688405
1020,CCC(N)=O,14.6,12.676677
1034,CCCCOCC(C)O,4.5,9.384053
1038,CC(C)OCC(C)O,6.1,6.7853823
1044,CC1CO1,8.6,5.6744313
1055,CC(=O)C#N,18.9,10.493703
1059,Oc1ccccc1C=O,10.5,11.130832
1060,OC(=O)c1ccccc1O,9.0,8.482942
1061,OC(=O)CCCCCCCCC(O)=O,7.1,8.549496
1062,CCC(C)OC(C)=O,3.7,4.7275467
1064,COc1cc(/C=C/CO)cc(OC)c1O,7.3,11.453428
1076,O=[S]=O,8.4,11.353941
1099,Cl[S](Cl)=O,6.4,13.461698
1101,Sc1ccccc1,4.5,4.372946
1104,CC(C)c1ccc(C)cc1O,4.5,6.4037724
1114,CCCCO[P](=O)(OCCCC)OCCCC,6.3,9.550439
1145,COC(C)COC(C)COC(C)CO,5.5,7.123215
1182,O=C1CCO1,18.2,16.831627
1184,COC(=O)C(Cl)=C,7.3,8.036564
