,0,1,2,3,4,5,6
38,193,193,193,CCSCCCl,193,17.2,16.556019
39,195,195,195,ClC(=C)C=O,195,17.1,16.021421
40,203,203,203,CCCCCCOC(=O)c1ccccc1C(=O)OCC,203,17.3,16.995058
41,214,214,214,CC1CCCCC1O,214,17.1,16.047796
42,217,217,217,CC1CCCO1,217,16.9,15.99773
43,222,222,222,CCCC(C)CO,222,15.8,16.076805
44,234,234,234,CC1=CCC2CC1C2(C)C,234,16.9,17.662294
45,236,236,236,CC(C)O,236,15.8,15.571563
46,257,257,257,OCC=CCl,257,17.2,17.55362
47,264,264,264,CCOCCC=O,264,16.0,16.271437
48,267,267,267,COC(C)CCO,267,15.3,15.696196
49,268,268,268,COC(C)CCOC(C)=O,268,15.3,13.771429
50,271,271,271,CC=CCO,271,16.0,16.108675
51,272,272,272,CC1CCCC(O)C1,272,17.2,16.284897
52,278,278,278,COC(C)(C)CCOC(C)=O,278,15.3,15.814096
53,284,284,284,BrC[CH]=[C]=[CH2],284,17.0,16.648376
54,300,300,300,Oc1ccc(C=O)cc1,300,19.4,19.43119
55,324,324,324,CC(C)=O,324,15.5,15.862853
56,326,326,326,CON=C(C)C,326,14.7,15.552774
57,335,335,335,C#C.C#C,335,14.4,16.004938
58,338,338,338,C=CC=O,338,15.5,15.451203
59,340,340,340,OC(=O)C=C,340,16.6,16.248735
60,349,349,349,CC(=O)CC(=O)OCC=C,349,15.9,15.384355
61,356,356,356,FCC=C,356,14.9,14.748812
62,366,366,366,Cc1ccc(F)c(F)c1F,366,17.5,18.517807
63,368,368,368,CC(N)Cc1ccccc1,368,17.5,18.217234
64,369,369,369,CCCCCOC(C)=O,369,15.8,15.791539
65,375,375,375,OCC(O)C1OC(=C(O)C1=O)O,375,18.0,17.205624
66,383,383,383,OC(=O)c1ccccc1,383,20.0,19.410421
67,393,393,393,O=C(OCc1ccccc1)c2ccccc2,393,20.0,18.283133
68,395,395,395,ClCc1ccccc1,395,18.8,19.287592
69,396,396,396,CCOCc1ccccc1,396,18.4,18.318476
70,412,412,412,COCBr,412,16.9,17.041096
71,416,416,416,C=C\C=C/C#N,416,16.2,15.8043995
72,417,417,417,C1OC1C2CO2,417,18.3,17.348747
73,426,426,426,CCCCCCCCCCCCCCCCCC(=O)OCCCC,426,14.5,16.537292
74,431,431,431,CCCC(=O)OC(=O)CCC,431,15.8,14.926669
75,434,434,434,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,434,19.5,19.269264
76,444,444,444,O=C=S,444,17.4,19.280678
77,446,446,446,ClC(Cl)(Cl)C=O,446,17.2,17.117289
78,454,454,454,ClC#C,454,16.2,16.799013
79,456,456,456,ClC1CC1,456,17.6,17.416819
80,468,468,468,COc1cc(/C=C/CO)ccc1O,468,19.0,18.852219
81,473,473,473,[Ca++].NC#N,473,15.5,16.690657
82,483,483,483,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,483,16.4,16.293425
83,487,487,487,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,487,18.3,18.191807
84,491,491,491,O=C1CCCCCCC1,491,17.0,17.350773
85,495,495,495,C1CC=CC1,495,16.7,17.667986
86,498,498,498,C1C=C1,498,17.2,17.667986
87,499,499,499,CC(=O)C1CC1,499,17.0,16.71873
88,500,500,500,N#CC1CC1,500,18.6,17.271679
89,512,512,512,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,512,16.2,16.200632
90,516,516,516,CC(C)CC(O)CC(C)C,516,14.9,15.475452
91,518,518,518,CC(C)C[S](=O)CC(C)C,518,16.3,16.279924
92,521,521,521,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,521,16.7,16.333717
93,544,544,544,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,544,16.7,16.393822
94,547,547,547,ClC(Cl)C#N,547,17.4,17.78586
95,555,555,555,CCOC(=O)OCC,555,15.1,16.074228
96,559,559,559,CCOC(=O)CC(=O)OCC,559,16.1,15.392214
97,568,568,568,CCCCOCCOCCOCCCC,568,15.8,15.592547
98,576,576,576,COCCOCCO,576,16.2,15.835102
99,580,580,580,CCCCCCOCCCCCC,580,16.0,16.265917
100,587,587,587,COCOC,587,15.0,15.417081
101,595,595,595,CSSC,595,17.6,16.282455
102,601,601,601,COC(=O)\C=C/C(=O)OC,601,16.3,15.743735
103,603,603,603,COC(=O)c1ccccc1C(=O)OC,603,18.6,18.730917
104,604,604,604,COC(=O)CCCCCCCCC(=O)OC,604,16.6,16.246572
105,607,607,607,CSC,607,16.1,16.282455
106,611,611,611,CC(=C)C1CCC(=CC1)C,611,17.2,17.188768
107,616,616,616,N(c1ccccc1)c2ccccc2,616,20.0,19.910685
108,619,619,619,CCCC(=O)CCC,619,15.8,15.850547
109,633,634,633,CC,633,15.5,15.653594
110,635,636,635,CCS,635,15.7,16.038645
111,637,638,637,NCCO,637,17.0,16.894438
112,652,653,652,CCOC(N)=O,652,16.8,16.291819
113,655,656,655,CCOC(Cl)=O,655,16.4,16.405563
114,656,657,656,CCOC(=O)C=Cc1ccccc1,656,18.4,18.158197
115,666,667,666,CCN=C=S,666,17.2,16.640709
116,674,675,674,CCC(=O)C=C,674,15.8,15.524648
117,689,690,689,CCCCOCCOCCCC,689,15.7,15.592547
118,690,691,690,CCOCCOCC,690,15.4,15.468215
119,695,696,695,CCOCCOC(=O)C=C,695,15.9,15.615648
120,696,697,696,CCCCCCOCCO,696,16.0,16.065409
121,703,704,703,CC(C)OCCO,703,16.0,15.57396
122,706,707,706,OCCO.O[S](O)=O,706,20.0,17.13484
123,718,719,718,C1c2ccccc2c3ccccc13,718,21.3,19.529163
124,736,737,736,OCC1COCO1.OC2COCOC2,736,18.4,17.845966
125,738,739,738,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,738,16.3,16.491705
126,740,742,740,CC(=C)C(=O)OCC1CO1,740,16.3,16.20855
127,750,752,750,CCCC(F)(F)C(F)(F)C(O)(F)F,750,15.1,15.53578
128,756,758,756,OCCCCCCO,756,15.7,16.784117
129,757,759,757,CCCCCC(O)=O,757,16.3,15.958749
130,772,774,772,CCC(=O)OCCC(C)C,772,15.7,15.626852
131,773,775,773,CC(C)COC(C)=O,773,15.1,15.783731
132,780,782,780,CC1(C)CO1,780,16.1,16.305052
133,783,785,783,CC(C)CCCCCO,783,14.4,15.661321
134,790,792,790,CC(C)Cl,790,15.0,16.42702
135,793,795,793,CC(C)CC=O,793,14.7,15.626646
136,802,804,802,CC(O)C(O)=O,802,17.0,15.893922
137,807,809,807,O=C1OC(=O)C=C1,807,19.5,19.639198
138,822,824,822,COC=CC,822,15.0,15.412748
139,829,831,829,CC(C)CC(C)OC(C)=O,829,15.2,15.593478
140,833,835,833,CCl,833,15.3,16.468967
141,842,844,842,COC(=O)c1occc1,842,17.4,18.08899
142,855,857,855,CCCCCC(C)=O,855,16.2,15.850547
143,859,861,859,CSc1ccccc1,859,19.6,18.977156
144,862,864,862,CCC(=O)OC,862,15.5,15.969314
145,866,868,866,CC1CCC[S]1(=O)=O,866,19.0,16.823425
146,867,869,867,CSC#N,867,17.3,16.320435
147,874,876,874,COC(=O)c1ccc(C)cc1,874,19.0,18.860817
148,879,881,879,C1COCCN1,879,18.0,17.483427
149,881,883,881,CCCCN(CCCC)C=O,881,15.5,16.280525
150,885,887,885,CCN(CC)C=O,885,16.4,16.45686
151,890,892,890,CC(=O)N1CCCCC1,890,18.5,16.586082
152,898,900,898,CCCCOC(=O)CCC,898,15.6,15.867525
153,899,901,899,CCCCC1CCCCC1,899,16.2,16.297857
154,901,903,901,CCCCOC(=O)C(C)=C,901,15.4,15.275495
155,908,910,908,CCNC=O,908,16.2,16.287321
156,920,922,920,CCCCCOC(=O)CC,920,15.8,15.707856
157,926,928,926,CN1CCCC1c2cccnc2,926,18.5,19.18178
158,927,929,927,O[N+]([O-])=O,927,13.5,16.68139
159,933,935,933,O=Nc1ccccc1,933,20.0,19.540054
160,940,942,940,Brc1ccccc1C=C,940,19.5,19.386005
161,943,945,943,Clc1ccccc1C=C,943,18.7,19.358223
162,944,946,944,Sc1ccccc1Cl,944,20.2,20.150278
163,950,952,950,CCCCc1ccccc1C,950,17.6,16.985352
164,959,961,959,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,959,12.2,12.647936
165,961,963,961,OC(=O)C(O)=O,961,17.0,16.87879
166,970,972,970,CC(=O)c1ccc(Cl)cc1,970,19.6,19.315943
167,973,975,973,Clc1ccc(C=C)cc1,973,18.7,19.123566
168,974,976,974,Cc1ccc(Cl)cc1,974,19.1,19.458475
169,979,981,979,COc1ccc(F)cc1,979,18.7,18.771193
170,984,986,984,C[n+]1ccc(cc1)c2cc[n+](C)cc2,984,19.5,18.607845
171,987,989,987,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,987,21.5,19.549126
172,994,996,994,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,994,10.6,12.390635
173,997,999,997,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,997,12.4,13.734036
174,1024,1026,1024,CCCCl,1024,16.0,16.461792
175,1029,1031,1029,CC(O)CCl,1029,16.8,16.887657
176,1039,1041,1039,CC(O)COc1ccccc1,1039,17.4,18.520023
177,1040,1042,1040,CCCOCC(C)O,1040,15.8,15.512938
178,1041,1043,1041,CC1CN1,1041,17.8,16.095797
179,1046,1048,1046,[nH]1cccn1,1046,20.2,20.12175
180,1050,1052,1050,Oc1cccc(O)c1O,1050,20.7,19.312853
181,1061,1063,1061,NCCc1c[nH]c2ccc(O)cc12,1061,18.0,18.655806
182,1066,1068,1066,C=Cc1ccccc1,1066,18.6,18.921873
183,1078,1080,1078,OC(=O)c1ccc(cc1)C(O)=O,1078,20.0,19.366207
184,1088,1090,1088,O=[S]1CCCC1,1088,18.2,17.38886
185,1096,1098,1096,OC(=O)CS,1096,16.0,17.40567
186,1101,1103,1101,CC1=CNC(=O)NC1=O,1101,19.0,17.797697
187,1106,1108,1106,O=C\C=C\c1ccccc1,1106,19.4,19.545835
188,1107,1109,1107,C/C=C/C#N,1107,16.4,15.488057
189,1110,1112,1110,CCCCOB(OCCCC)OCCCC,1110,16.7,15.803813
190,1117,1119,1117,FC(Cl)(Cl)Cl,1117,15.3,14.682247
191,1132,1134,1132,FC(F)F,1132,14.4,13.810594
192,1138,1142,1138,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,1138,19.5,19.55071
193,1143,1147,1143,CCCCC#N,1143,15.3,15.877329
194,1146,1150,1146,CCCCC(CC)COC=C,1146,15.6,15.261893
195,1159,1163,1159,C=COC=C,1159,14.8,15.722372
196,1170,1174,1170,CCO[S](CC)C=C,1170,16.4,16.256699
