,0,1,2,3,4,5,6
45,263,263,263,ClCC#C,263,16.7,16.407665
46,282,282,282,CC(=O)c1ccc(cc1)C(F)(F)F,282,18.8,18.721287
47,283,283,283,Nc1ccncc1,283,20.4,19.769508
48,287,287,287,Cc1ccc(Cl)cc1[N+]([O-])=O,287,19.9,19.686522
49,297,297,297,CCC1COC(=O)O1,297,17.5,18.728634
50,301,301,301,OC(=O)C=Cc1ccc(O)cc1,301,19.1,19.677204
51,303,303,303,COc1ccc(cc1)C(C)=O,303,18.9,19.187027
52,304,304,304,COc1ccc(cc1)C#N,304,19.4,19.185373
53,313,313,313,[O-][N+](=O)c1ccc(Br)cc1C(F)(F)F,313,20.0,19.402739
54,320,320,320,CC(N)=O,320,17.3,16.409002
55,322,322,322,CC(O)=O,322,14.5,15.862026
56,341,341,341,C=CC#N,341,16.0,15.93087
57,353,353,353,ClCC=C,353,17.0,16.303747
58,364,364,364,COCC=C,364,15.0,15.238499
59,372,372,372,COc1ccc(C=O)cc1,372,19.4,18.972023
60,374,374,374,COc1ccccc1,374,17.8,18.859417
61,399,399,399,c1ccc(cc1)c2ccccc2,399,19.7,19.4621
62,403,403,403,Oc1ccc(cc1)[S](=O)(=O)c2ccc(O)cc2,403,20.0,20.463621
63,407,407,407,BrC#C,407,15.7,17.245998
64,414,414,414,ClC(Cl)(Cl)Br,414,18.3,18.751097
65,419,419,419,CCCC,419,14.1,15.4939
66,421,421,421,CCCCOC(=O)c1ccccc1,421,18.3,18.501707
67,437,437,437,[nH]1c2ccccc2c3ccccc13,437,21.7,20.190897
68,443,443,443,O=C(C#N)C#N,443,15.0,17.156292
69,452,452,452,ClCC#N,452,17.4,17.36597
70,469,469,469,O=C1Oc2ccccc2C=C1,469,20.0,19.823652
71,470,470,470,C/C=C/C=O,470,16.2,15.115546
72,472,472,472,O=C1OCC=C1,472,19.0,18.495668
73,476,476,476,ClC#N,476,15.6,17.309437
74,480,480,480,C1CCCCCC1,480,17.1,16.754263
75,489,489,489,NC1CCCCC1,489,17.2,16.870903
76,496,496,496,COC1CCCC1,496,16.7,16.840343
77,503,503,503,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,503,20.0,19.57114
78,505,505,505,CCCCCCCCCC,505,15.7,15.692748
79,509,509,509,ClCCOCOCCCl,509,17.1,17.338335
80,511,511,511,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,511,16.2,16.341524
81,515,515,515,CCCCC(CC)COCC(CC)CCCC,515,15.9,15.442478
82,517,517,517,CC(C)CC(=O)CC(C)C,517,16.0,15.606477
83,537,537,537,C(OCc1ccccc1)c2ccccc2,537,19.6,19.210173
84,546,546,546,OC(=O)C(Cl)Cl,546,18.2,17.484056
85,569,569,569,CCOCCOCCOCC,569,15.8,15.648301
86,571,571,571,CCCCCCOCCOCCO,571,16.0,17.173084
87,574,574,574,CCOCCOCCO,574,16.1,15.909085
88,579,579,579,CCCCCC(CC)(CC)OC(=O)c1ccccc1C([O-])=O,579,16.6,17.363155
89,586,586,586,C=C1CC(=O)O1,586,16.2,17.419514
90,606,606,606,CO[S](=O)(=O)OC,606,16.5,16.530422
91,610,610,610,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,610,16.7,16.923098
92,623,623,623,CCCOC(C)COC(C)CO,623,15.6,16.4869
93,624,624,624,COC(C)COC(C)COC(C)=O,624,16.3,15.987124
94,625,626,625,C=CSC=C,625,16.5,16.67606
95,638,639,638,CCOC(C)OC(=O)CC,638,16.2,15.534492
96,640,641,640,CCOC(=O)CC(C)=O,640,16.5,15.941442
97,651,652,651,CCCCCC(=O)OCC,651,15.5,15.96704
98,653,654,653,CCN=[CH+],653,15.6,15.547362
99,658,659,658,CCOC(=O)C(=C)C#N,658,15.2,15.844488
100,662,663,662,CCOCl,662,15.7,16.367132
101,664,665,664,CCN=C=O,664,15.4,15.39469
102,669,670,669,CCSC,669,17.1,16.203451
103,672,673,672,CCSC#N,672,15.4,16.74504
104,680,681,680,BrCCBr,680,19.2,18.224365
105,684,685,684,CCCCOCCOC(C)=O,684,15.3,15.945895
106,685,686,685,CCCCOCC.OCCO,685,15.3,15.364333
107,687,688,687,CC(C)(C)OCCOC(C)(C)C,687,14.7,15.222447
108,691,692,691,COCCOC,691,15.4,15.61503
109,697,698,697,CCCOCCO,697,16.1,15.724818
110,705,706,705,COCCOC(C)=O,705,15.9,15.686569
111,726,727,726,FC=O,726,15.0,14.585847
112,734,735,734,CCOCC.OCC(O)CO.OC(O)=O,734,16.8,16.434334
113,744,746,744,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,744,20.3,19.764896
114,749,751,749,Fc1c(F)c(F)c(F)c(F)c1F,749,16.0,17.523325
115,758,760,758,CCCCCCOC(C)=O,758,15.8,15.609744
116,778,780,778,CC(C)C[S](=O)CC(C)C,778,16.3,16.175493
117,782,784,782,N=C=O,782,15.8,16.705894
118,784,786,784,CCC(C)C,784,13.8,15.194146
119,792,794,792,CCCCCCCCCCCCCCCC(=O)OC(C)C,792,16.2,15.169332
120,797,799,797,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,797,18.0,18.219406
121,799,801,799,CC(C)[C@@H]1CC[C@@H](C)CC1=O,799,17.0,18.592577
122,800,802,800,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(C)=O,800,16.8,16.094582
123,810,812,810,C[C@@H]1CCc2c(C)coc2C1,810,17.2,17.514072
124,817,819,817,C,817,14.0,16.814646
125,821,823,821,CCCCC(=O)COC,821,15.3,16.1182
126,827,829,827,CC=CCC#N,827,16.4,15.272859
127,828,830,828,CN,828,14.4,15.567997
128,846,848,846,CI,846,17.5,16.68418
129,851,853,851,CC(=C)C(C)=O,851,15.9,15.491541
130,852,854,852,CN=C=S,852,17.3,17.612377
131,868,870,868,COC=C,868,14.9,15.20102
132,872,874,872,COC#CC,872,15.7,15.514631
133,877,879,877,ClCCl,877,17.0,17.329498
134,880,882,880,CN(C)C(=S)N(C)C,880,17.3,17.583893
135,882,884,882,CCN(Cl)Cl,882,16.8,16.260801
136,895,897,895,CCCCOC(=O)CC(C)=O,895,16.6,15.858289
137,896,898,896,CCCCOC(=O)C=C,896,15.6,15.593685
138,913,915,913,CNC(C)=O,913,16.9,16.139837
139,915,917,915,C[N+]1([O-])CCOCC1,915,19.0,16.81212
140,917,919,917,CN1CCCC1=O,917,18.0,17.839827
141,918,920,918,CNc1ccccc1,918,19.5,18.87669
142,919,921,919,CCCCN1CCCC1=O,919,17.5,17.32244
143,923,925,923,CCCOC(=O)CC,923,15.5,15.739868
144,930,932,930,[O-][N+](=O)C=C,930,16.3,15.689643
145,942,944,942,Fc1ccccc1Cl,942,19.4,20.319424
146,945,947,945,Cc1ccccc1Cl,945,19.0,19.254728
147,948,950,948,Fc1ccccc1F,948,18.0,18.760372
148,952,954,952,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,952,12.8,13.432749
149,956,958,956,CCCCCCCC\C=C/CCCCCCCC(O)=O,956,16.0,16.226757
150,958,960,958,C[Si](C)(C)O[Si](C)(C)C,958,12.6,15.514631
151,963,965,963,C1COC1,963,16.7,17.372805
152,965,967,965,COc1ccc(N)cc1,965,19.9,19.286367
153,986,988,986,ClC1C(Cl)(Cl)C1(Cl)Cl,986,18.5,17.318035
154,988,990,988,Fc1c(F)c(F)c(c(F)c1F)C(=O)c2ccccc2,988,19.3,19.49022
155,989,991,989,CCCCC=O,989,15.7,15.949638
156,998,1000,998,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,998,11.3,12.046179
157,999,1001,999,CCOc1ccccc1,999,18.4,18.14325
158,1001,1003,1001,CC(=O)Oc1ccccc1,1001,19.8,19.155764
159,1003,1005,1003,C#Cc1ccccc1,1003,18.8,18.244772
160,1006,1008,1006,O[P](O)(O)=O,1006,14.7,17.453682
161,1013,1015,1013,CCC,1013,13.1,15.4939
162,1022,1024,1022,CCC(Cl)=O,1022,16.1,16.549837
163,1033,1035,1033,CCOCC(C)O,1033,15.7,15.473104
164,1035,1037,1035,CC(C)COCC(C)O,1035,15.1,15.204054
165,1047,1049,1047,c1ccnnc1,1047,20.2,19.279264
166,1049,1051,1049,c1cncnc1,1049,20.5,18.824125
167,1052,1054,1052,C1CCNC1,1052,17.9,17.633566
168,1054,1056,1054,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,1054,19.0,17.371252
169,1067,1069,1067,C1OC1c2ccccc2,1067,19.4,19.507702
170,1069,1071,1069,O=C1CCC(=O)O1,1069,18.6,17.640099
171,1072,1074,1072,O=[S]1(=O)CCCC1,1072,17.8,18.36532
172,1077,1079,1077,CC(C)(C)O,1077,15.2,15.621315
173,1081,1083,1081,CCO[Si](OCC)(OCC)OCC,1081,13.9,15.4939
174,1090,1092,1090,[O-][N+](=O)C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,1090,15.5,17.377539
175,1093,1095,1093,CC(O)=S,1093,17.0,17.209064
176,1098,1100,1098,s1cccc1,1098,18.9,18.311209
177,1100,1102,1100,NC(N)=S,1100,20.0,18.636286
178,1111,1113,1111,CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,1111,16.6,15.959309
179,1113,1115,1113,OC(=O)C(Cl)(Cl)Cl,1113,18.3,17.743795
180,1115,1117,1115,Clc1ccc(c2ccccc2)c(Cl)c1Cl,1115,19.2,19.811293
181,1119,1121,1119,Cl[SiH](Cl)Cl,1119,14.2,17.272964
182,1127,1129,1127,OCCOCCOCCO,1127,16.0,17.008842
183,1129,1131,1129,CCCCCCCC\C=C/CCCCCCCCOCCOCCOCCO,1129,16.0,17.256735
184,1133,1137,1133,CN(C)C,1133,14.6,15.514631
185,1136,1140,1136,CO[P](=O)(OC)OC,1136,15.7,16.408403
186,1150,1154,1150,C=CCOC=C,1150,14.9,15.882907
187,1151,1155,1151,NC=C,1151,15.7,15.82153
188,1156,1160,1156,OCCOCCOC=C,1156,16.3,16.366032
189,1162,1166,1162,C=COC=O,1162,15.3,15.471667
190,1163,1167,1163,IC=C,1163,18.0,17.302149
191,1164,1168,1164,CC(C)COC=C,1164,15.1,15.045668
192,1165,1169,1165,CC(C)OC=C,1165,14.7,15.20102
193,1167,1171,1167,CCCOC=C,1167,14.9,15.217768
194,1171,1175,1171,[SiH3]C=C,1171,15.5,15.408111
195,1172,1176,1172,FC(F)(F)C(=O)OC=C,1172,13.9,15.018381
196,1181,1185,1181,O=C1CCCO1,1181,18.0,18.413618
