Mol_No,SMILES,actual,predict
284,BrC[CH]=[C]=[CH2],6.5,7.1935306
300,Oc1ccc(C=O)cc1,15.2,10.786047
324,CC(C)=O,10.4,10.003334
326,CON=C(C)C,4.6,7.112992
335,C#C.C#C,4.2,6.1765065
338,C=CC=O,10.0,14.033435
340,OC(=O)C=C,6.4,7.082713
349,CC(=O)CC(=O)OCC=C,6.9,5.6008334
356,FCC=C,6.4,5.315245
366,Cc1ccc(F)c(F)c1F,8.8,4.035681
368,CC(N)Cc1ccccc1,4.3,5.7712107
369,CCCCCOC(C)=O,3.3,3.3068488
375,OCC(O)C1OC(=C(O)C1=O)O,11.7,15.206609
383,OC(=O)c1ccccc1,6.9,8.4526825
393,O=C(OCc1ccccc1)c2ccccc2,5.1,5.1099696
395,ClCc1ccccc1,7.1,6.5157065
396,CCOCc1ccccc1,3.8,5.0616064
412,COCBr,8.5,7.4555416
416,C=C\C=C/C#N,11.7,12.078612
417,C1OC1C2CO2,14.4,5.610675
426,CCCCCCCCCCCCCCCCCC(=O)OCCCC,3.7,-1.3105334
431,CCCC(=O)OC(=O)CCC,10.3,6.1581893
434,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,10.1,12.970231
444,O=C=S,3.7,10.002001
446,ClC(Cl)(Cl)C=O,7.4,7.7308264
454,ClC#C,2.1,6.7980113
456,ClC1CC1,7.2,6.491981
468,COc1cc(/C=C/CO)ccc1O,7.0,5.2700806
473,[Ca++].NC#N,27.6,14.766838
483,CC(C)CCCCCCOCCCCCCC(C)C.OC(=O)C1CCCCC1C(O)=O,2.2,2.8986552
487,C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC2CC(=O)NC(=O)C2,11.0,4.643987
491,O=C1CCCCCCC1,9.6,7.921899
495,C1CC=CC1,3.8,3.2157397
498,C1C=C1,2.4,7.031418
499,CC(=O)C1CC1,11.1,8.918823
500,N#CC1CC1,16.2,17.19413
512,CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,4.7,5.092016
516,CC(C)CC(O)CC(C)C,3.1,5.4575243
518,CC(C)C[S](=O)CC(C)C,10.5,9.634517
521,CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,1.8,5.0603223
544,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,4.5,4.7689276
547,ClC(Cl)C#N,9.4,14.533326
555,CCOC(=O)OCC,6.3,7.5695195
559,CCOC(=O)CC(=O)OCC,7.7,4.6091175
568,CCCCOCCOCCOCCCC,4.7,5.551854
576,COCCOCCO,7.8,7.494807
580,CCCCCCOCCCCCC,3.0,3.4247854
587,COCOC,1.8,3.7641187
595,CSSC,7.8,4.1519604
601,COC(=O)\C=C/C(=O)OC,8.3,9.312501
603,COC(=O)c1ccccc1C(=O)OC,10.8,8.504633
604,COC(=O)CCCCCCCCC(=O)OC,2.9,7.558799
607,CSC,6.4,5.3354783
611,CC(=C)C1CCC(=CC1)C,1.8,1.7161888
616,N(c1ccccc1)c2ccccc2,3.3,5.40289
619,CCCC(=O)CCC,7.6,7.9003873
634,CC,0.0,5.527195
636,CCS,6.5,5.3491454
638,NCCO,15.5,10.884958
653,CCOC(N)=O,10.1,10.412632
656,CCOC(Cl)=O,11.0,7.9771237
657,CCOC(=O)C=Cc1ccccc1,8.2,5.1571994
667,CCN=C=S,14.7,13.67535
675,CCC(=O)C=C,11.3,7.8422914
690,CCCCOCCOCCCC,4.5,3.936979
691,CCOCCOCC,5.4,5.6674566
696,CCOCCOC(=O)C=C,5.1,6.989497
697,CCCCCCOCCO,5.0,6.327952
704,CC(C)OCCO,8.2,6.6506877
707,OCCO.O[S](O)=O,15.9,10.958455
719,C1c2ccccc2c3ccccc13,1.7,8.419169
737,OCC1COCO1.OC2COCOC2,10.6,9.316681
739,CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,2.5,6.083858
742,CC(=C)C(=O)OCC1CO1,8.5,6.616134
752,CCCC(F)(F)C(F)(F)C(O)(F)F,4.4,4.578921
758,OCCCCCCO,8.4,8.575026
759,CCCCCC(O)=O,4.2,4.4399314
774,CCC(=O)OCCC(C)C,5.2,4.0294995
775,CC(C)COC(C)=O,3.7,3.772965
782,CC1(C)CO1,4.8,5.91495
785,CC(C)CCCCCO,7.3,5.1966696
792,CC(C)Cl,8.0,6.103308
795,CC(C)CC=O,9.5,8.188416
804,CC(O)C(O)=O,8.3,7.222147
809,O=C1OC(=O)C=C1,13.3,18.743273
824,COC=CC,4.3,6.65352
831,CC(C)CC(C)OC(C)=O,3.1,3.772965
835,CCl,9.9,5.156493
844,COC(=O)c1occc1,6.9,7.168584
857,CCCCCC(C)=O,5.7,6.909667
861,CSc1ccccc1,4.8,4.485294
864,CCC(=O)OC,6.5,7.797653
868,CC1CCC[S]1(=O)=O,17.4,9.844933
869,CSC#N,15.0,14.907504
876,COC(=O)c1ccc(C)cc1,6.5,9.125222
881,C1COCCN1,4.9,7.9336476
883,CCCCN(CCCC)C=O,8.9,8.907864
887,CCN(CC)C=O,11.4,11.358619
892,CC(=O)N1CCCCC1,10.0,8.93782
900,CCCCOC(=O)CCC,2.9,4.7560124
901,CCCCC1CCCCC1,0.0,-0.27582353
903,CCCCOC(=O)C(C)=C,5.9,4.8308897
910,CCNC=O,10.0,12.4437275
922,CCCCCOC(=O)CC,5.2,4.025268
928,CN1CCCC1c2cccnc2,7.8,6.2455144
929,O[N+]([O-])=O,18.0,11.998239
935,O=Nc1ccccc1,12.7,7.5494833
942,Brc1ccccc1C=C,5.2,5.431965
945,Clc1ccccc1C=C,4.7,6.614308
946,Sc1ccccc1Cl,7.0,5.86586
952,CCCCc1ccccc1C,0.1,1.5144794
961,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,1.8,2.6571019
963,OC(=O)C(O)=O,17.0,7.824761
972,CC(=O)c1ccc(Cl)cc1,7.6,9.795475
975,Clc1ccc(C=C)cc1,4.3,3.3819847
976,Cc1ccc(Cl)cc1,6.2,5.92416
981,COc1ccc(F)cc1,7.3,5.7887278
986,C[n+]1ccc(cc1)c2cc[n+](C)cc2,8.8,5.527195
989,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,6.9,5.184794
996,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0,5.737683
999,FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.0,2.6994495
1026,CCCCl,7.8,5.1568823
1031,CC(O)CCl,9.8,7.8395123
1041,CC(O)COc1ccccc1,5.3,5.1564984
1042,CCCOCC(C)O,7.0,5.7961974
1043,CC1CN1,8.4,5.844579
1048,[nH]1cccn1,10.4,10.253453
1052,Oc1cccc(O)c1O,10.7,7.3962984
1063,NCCc1c[nH]c2ccc(O)cc12,8.2,13.387982
1068,C=Cc1ccccc1,1.0,3.2684238
1080,OC(=O)c1ccc(cc1)C(O)=O,7.4,8.760936
1090,O=[S]1CCCC1,11.0,10.902174
1098,OC(=O)CS,13.5,7.164087
1103,CC1=CNC(=O)NC1=O,20.5,10.877181
1108,O=C\C=C\c1ccccc1,12.4,11.196552
1109,C/C=C/C#N,18.8,13.136096
1112,CCCCOB(OCCCC)OCCCC,1.8,3.1699724
1119,FC(Cl)(Cl)Cl,2.0,3.157541
1134,FC(F)F,8.7,5.817998
1142,Cc1ccc(c(c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,3.5,10.583484
1147,CCCCC#N,11.0,13.941881
1150,CCCCC(CC)COC=C,3.4,3.165261
1163,C=COC=C,4.2,5.1993265
1174,CCO[S](CC)C=C,7.0,5.3814144
