Mol_No,SMILES,actual,predict
723,FC(=C)C=C,1.0,2.3782978
729,o1cccc1,5.3,5.5952506
736,CC(O)=O.CC(O)=O.OCC(O)CO,14.2,11.977959
738,CC(=O)OCC(COC(C)=O)OC(C)=O,9.1,6.4088883
741,OCC1CO1,17.9,18.163088
745,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,3.0,8.974189
747,ClC(Cl)(Cl)C(Cl)(Cl)Cl,0.0,3.7357893
754,C1N2CN3CN1CN(C2)C3,16.0,5.5634723
757,CCCCCC,0.0,2.662615
761,CC(O)=O.CC(O)=O.OCCCCCCO,7.2,7.9251785
763,C#N,9.0,6.4078846
767,C1C=Cc2ccccc12,9.0,3.195168
787,CC1=CC(=O)CC(C)(C)C1,5.0,8.220318
789,CC(C)OC(C)=O,8.2,7.7637043
790,CC(C)N,6.6,6.360748
798,C=C=O,5.8,5.365249
808,Clc1cccc(Cl)c1,2.7,4.030431
813,CC(C)=CC(C)=O,5.0,7.7495346
814,Cc1cc(C)cc(C)c1,0.6,4.427761
815,CC(=C)C=O,7.1,6.780116
818,CC(=C)C#N,5.4,5.279663
825,COC(C)=O,7.6,8.476574
843,COC=O,10.2,8.39123
851,CC(C)CC(C)=O,4.1,5.654736
855,CS,8.6,8.923336
860,CCCCCCCC\C=C/CCCCCCCC(=O)OC,4.5,6.892284
894,CC(=O)N1CCOCC1,7.8,8.669183
896,CCCCOC(C)=O,6.3,6.5801888
907,CCCC(N)=O,12.3,11.458997
913,O=CN1CCCCC1,7.8,8.120238
924,CCCO[N+]([O-])=O,4.1,6.9729395
940,COc1ccccc1Br,6.7,5.8373237
941,Clc1ccccc1Br,4.6,3.9269958
969,ClC(=O)c1ccc(Br)cc1,5.5,4.6983924
978,Clc1ccc(Cl)cc1,2.7,3.7723475
980,C=Cc1ccc(C=C)cc1,7.0,5.5181165
994,FC(F)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.0,0.35201463
1006,NNc1ccccc1,14.0,11.186625
1009,Cl[P](Cl)(Cl)=O,0.0,5.386146
1013,C1CNCCN1,6.0,9.279313
1025,CCCN,8.6,11.329815
1029,CC=C,1.5,4.407765
1033,CC(O)COC(C)(C)C,10.8,11.653883
1039,COCC(C)O,11.6,12.554719
1057,c1ccc2ncccc2c1,5.7,7.8746185
1070,O=CCCC=O,10.5,8.339655
1077,Cl[S](Cl)(=O)=O,0.0,5.7009964
1085,OCC1CCCO1,12.9,17.60725
1087,C1CCOCC1,6.0,5.333854
1089,C1CCSC1,6.0,8.597175
1093,s1ccnc1,10.8,9.631852
1094,CC(N)=S,20.2,8.678051
1105,C\C=C(/C)C=O,6.8,4.650717
1107,Cc1ccc(cc1N=C=O)N=C=O,6.1,2.6919985
1120,[SiH3]C(Cl)(Cl)Cl,3.5,2.1460822
1124,CC1(C)C2CC3C(C2)C13C,0.0,4.207457
1127,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,12.0,9.330228
1138,Cc1cccc(C)c1C,1.0,2.1667047
1143,CCCCCCCCO[P](=O)(OCCCCCCCC)OCCCCCCCC,4.2,3.641641
1144,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3,6.8,4.528186
1146,CCCCCCCCCCC,0.0,0.62391317
1148,COc1cc(C=O)ccc1O,11.2,14.336447
1149,ClCCOC=C,5.8,5.2611585
1152,CC(=O)OC=C,5.9,7.092812
1156,CCCCOCCOCCO,6.0,11.73314
1162,C/C=C/C(=O)OC=C,9.0,6.0870643
1164,OCCOCCOCCOC=C,6.6,13.412721
1177,C[Si](C)(C)C=C,2.5,6.7331843
1180,O,42.3,5.8132806
1181,Cc1ccccc1C,3.1,4.442516
1183,ClCC(=O)c1ccccc1,5.7,7.2055793
