Mol_No,SMILES,actual,predict
541,CCCCC(=O)CCCC,4.4,5.7818284
545,ClC(Cl)C=O,7.5,7.100337
548,FC(F)(Cl)Cl,0.0,0.5557026
549,ClC(Cl)=C,3.3,3.996006
554,CCNCC,6.1,6.7153015
567,CCCCOCCOCCOC(C)=O,8.2,8.210012
572,COC(C)(C)C.OCCOCCO,7.2,11.948504
575,CCOCCOCCOC(C)=O,9.2,8.702761
578,NCCNCCN,14.3,13.482229
583,C1COC=CC1,5.7,1.9622961
590,CC#CC,7.6,5.136917
598,CN(C)C=O,11.3,8.668961
599,COC(=O)CCCC(=O)OC,8.3,8.102455
605,COC(=O)CCC(=O)OC,8.8,8.5933
613,c1ccc(cc1)C#Cc2ccccc2,3.2,4.4103703
615,O=[S](=O)(c1ccccc1)c2ccccc2,3.4,4.9228764
621,COC(C)COC(C)CO,11.2,13.742019
630,CNC(C)Cc1ccc2OCOc2c1,6.1,7.6976943
651,CCCC(=O)OCC,5.0,7.9879174
655,CCCl,2.9,3.9622777
661,CCF,3.0,1.0155303
671,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,4.0,5.1491814
674,CCOC=C,5.6,5.0176845
676,CCOC#CC,5.4,4.6820216
677,C=C,3.8,6.080288
695,OCCOCc1ccccc1,12.2,13.375894
701,CCOCCO,14.0,10.270582
709,C1CO1,11.0,7.178035
712,C1CN1,9.8,8.032733
714,COC#C,6.5,5.9692516
716,COc1cc(CC=C)ccc1O,13.0,10.40082
717,CC1(C)C2CCC1C(=C)C2,3.1,4.397704
718,COc1cc(\C=C\C(O)=O)ccc1O,15.1,12.600371
721,FC=C,1.0,3.000646
725,NC=O,19.0,13.392366
728,N#C/C=C/C#N,7.8,6.5217757
731,OCc1occc1,15.1,18.332472
732,OCC(O)CO,27.2,21.93692
762,NN,8.9,14.354556
764,OO,42.7,12.125521
766,OCCOC(=O)C=C,13.4,11.586499
769,IC(=C)C=C,6.1,7.1743917
770,IC(I)I,10.6,6.080288
783,CC(C)C(O)=O,10.5,12.752
791,CC(C)c1ccccc1,1.2,3.797396
800,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,9.0,10.937404
820,CO,22.3,9.7921295
822,COCO,18.5,13.651758
826,COC(=O)CC(C)=O,8.9,8.426439
827,CC#C,9.2,5.136917
828,COC(=O)C=C,9.4,6.5589576
834,CCCCC(C)=O,4.1,5.188349
840,CCOC,6.0,5.8815875
849,CC(C)CCC(C)=O,4.1,5.00742
850,CC(C)CC(C)O,12.3,12.499215
866,COC(=O)c1ccccc1O,13.9,9.401683
867,C[SiH3],0.0,6.337511
871,CC(=O)C=C,5.0,4.7251806
877,COC(C)(C)C,5.0,4.106318
878,COCOC,8.6,7.07782
888,CN(C)C(C)=O,9.4,9.269788
890,OCCN1CCCC1=O,15.7,20.32852
891,CC(=O)N1CCCCCC1=O,4.8,6.8550525
902,CCCCC1CCCC1,1.0,1.395721
905,CCCCOC(=O)c1ccccc1O,11.7,8.745885
906,CCCCc1ccccc1,1.1,1.9581425
909,O=C1CCCN1C2CCCCC2,6.5,4.792418
914,CCCCCCCOC(C)=O,5.5,6.0667186
916,CNC=O,15.9,11.05459
918,CN1CCCC1,6.7,7.235435
923,CCCOC(C)=O,7.6,7.5192537
927,c1ccc2ccccc2c1,5.9,5.567611
938,CCCCCCCCCC(C)(O)Oc1ccccc1,8.4,8.571241
955,CCCCCCCC,0.0,1.5882679
966,[O-][O+]=O,0.0,7.246925
968,Brc1ccc(cc1)C#N,5.8,5.7355494
971,Cc1ccc(Br)cc1,4.1,3.7818117
979,CCc1ccc(CC)cc1,0.6,4.0738173
982,CCCCc1ccc(C)cc1,1.0,2.5411465
984,CC(=O)Nc1ccc(O)cc1,13.9,14.845638
987,ClC(Cl)C(Cl)(Cl)Cl,2.4,3.140009
992,CCCCC,0.0,4.670798
995,FC(F)=C(F)F,0.0,4.4858994
1010,ClP(Cl)Cl,0.0,4.126192
1011,O=C1OC(=O)c2ccccc12,4.1,6.9670944
1016,CC(=O)OCC#C,8.3,7.501336
1020,CCC(N)=O,11.5,11.265981
1034,CCCCOCC(C)O,9.2,9.441274
1038,CC(C)OCC(C)O,11.0,11.4239435
1044,CC1CO1,6.7,5.4026303
1055,CC(=O)C#N,8.0,8.32752
1059,Oc1ccccc1C=O,12.0,16.945639
1060,OC(=O)c1ccccc1O,13.7,16.763659
1061,OC(=O)CCCCCCCCC(O)=O,11.7,11.610081
1062,CCC(C)OC(C)=O,7.6,7.182288
1064,COc1cc(/C=C/CO)cc(OC)c1O,16.1,13.351892
1076,O=[S]=O,10.0,7.246925
1099,Cl[S](Cl)=O,6.1,6.138917
1101,Sc1ccccc1,10.3,9.190096
1104,CC(C)c1ccc(C)cc1O,10.8,14.500867
1114,CCCCO[P](=O)(OCCCC)OCCCC,4.3,4.9042253
1145,COC(C)COC(C)COC(C)CO,10.4,12.944773
1182,O=C1CCO1,9.0,7.485157
1184,COC(=O)C(Cl)=C,8.5,7.0322065
