,0,1,2,3,4,5,6
95,548,548,548,FC(F)(Cl)Cl,548,14.9,14.050059
96,549,549,549,ClC(Cl)=C,549,16.7,16.702288
97,554,554,554,CCNCC,554,14.9,15.452655
98,567,567,567,CCCCOCCOCCOC(C)=O,567,16.0,15.736745
99,572,572,572,COC(C)(C)C.OCCOCCO,572,16.0,15.510315
100,575,575,575,CCOCCOCCOC(C)=O,575,16.2,15.385744
101,578,578,578,NCCNCCN,578,16.7,16.70491
102,583,583,583,C1COC=CC1,583,17.5,15.814155
103,590,590,590,CC#CC,590,15.1,15.592719
104,598,598,598,CN(C)C=O,598,17.4,15.804256
105,599,599,599,COC(=O)CCCC(=O)OC,599,16.1,15.966127
106,605,605,605,COC(=O)CCC(=O)OC,605,16.1,15.960002
107,613,613,613,c1ccc(cc1)C#Cc2ccccc2,613,18.0,18.428295
108,615,615,615,O=[S](=O)(c1ccccc1)c2ccccc2,615,21.1,20.237133
109,621,621,621,COC(C)COC(C)CO,621,15.5,16.11356
110,629,630,629,CNC(C)Cc1ccc2OCOc2c1,629,18.0,17.52633
111,650,651,650,CCCC(=O)OCC,650,15.5,15.927166
112,654,655,654,CCCl,654,15.7,16.303478
113,660,661,660,CCF,660,15.2,13.889546
114,670,671,670,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,670,16.2,16.293121
115,673,674,673,CCOC=C,673,14.9,15.199562
116,675,676,675,CCOC#CC,675,15.9,15.509435
117,676,677,676,C=C,676,15.0,15.850322
118,694,695,694,OCCOCc1ccccc1,694,17.8,19.180357
119,700,701,700,CCOCCO,700,15.9,16.729214
120,708,709,708,C1CO1,708,15.6,17.791521
121,711,712,711,C1CN1,711,17.7,17.526209
122,713,714,713,COC#C,713,15.8,15.3448
123,715,716,715,COc1cc(CC=C)ccc1O,715,19.0,18.342054
124,716,717,716,CC1(C)C2CCC1C(=C)C2,716,16.9,16.790365
125,717,718,717,COc1cc(\C=C\C(O)=O)ccc1O,717,19.0,19.45637
126,720,721,720,FC=C,720,15.2,14.206841
127,724,725,724,NC=O,724,17.2,16.510988
128,727,728,727,N#C/C=C/C#N,727,16.7,16.730799
129,730,731,730,OCc1occc1,730,17.4,18.65898
130,731,732,731,OCC(O)CO,731,17.4,17.75659
131,760,762,760,NN,760,14.2,16.60901
132,762,764,762,OO,762,15.5,16.612106
133,764,766,764,OCCOC(=O)C=C,764,16.0,16.378424
134,767,769,767,IC(=C)C=C,767,19.9,17.075445
135,768,770,768,IC(I)I,768,20.2,17.384329
136,781,783,781,CC(C)C(O)=O,781,15.7,15.999895
137,789,791,789,CC(C)c1ccccc1,789,18.1,19.385767
138,798,800,798,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,798,16.0,16.795027
139,818,820,818,CO,818,14.7,15.640876
140,820,822,820,COCO,820,16.0,15.630823
141,824,826,824,COC(=O)CC(C)=O,824,16.4,16.039711
142,825,827,825,CC#C,825,15.1,15.36789
143,826,828,826,COC(=O)C=C,826,15.3,15.552419
144,832,834,832,CCCCC(C)=O,832,15.3,15.677398
145,838,840,838,CCOC,838,14.0,15.48396
146,847,849,847,CC(C)CCC(C)=O,847,16.0,15.853135
147,848,850,848,CC(C)CC(C)O,848,15.4,15.274255
148,864,866,864,COC(=O)c1ccccc1O,864,18.1,18.988495
149,865,867,865,C[SiH3],865,15.5,15.435155
150,869,871,869,CC(=O)C=C,869,15.6,15.617047
151,875,877,875,COC(C)(C)C,875,14.8,15.32191
152,876,878,876,COCOC,876,15.0,15.455501
153,886,888,886,CN(C)C(C)=O,886,16.8,16.450474
154,888,890,888,OCCN1CCCC1=O,888,18.0,17.518896
155,889,891,889,CC(=O)N1CCCCCC1=O,889,18.9,18.33612
156,900,902,900,CCCCC1CCCC1,900,16.4,16.818977
157,903,905,903,CCCCOC(=O)c1ccccc1O,903,17.9,18.276886
158,904,906,904,CCCCc1ccccc1,904,17.4,18.048874
159,907,909,907,O=C1CCCN1C2CCCCC2,907,18.2,17.417294
160,912,914,912,CCCCCCCOC(C)=O,912,15.8,15.861487
161,914,916,914,CNC=O,914,17.4,15.875205
162,916,918,916,CN1CCCC1,916,16.8,18.123693
163,921,923,921,CCCOC(C)=O,921,15.3,15.813967
164,925,927,925,c1ccc2ccccc2c1,925,19.2,19.590359
165,936,938,936,CCCCCCCCCC(C)(O)Oc1ccccc1,936,16.7,17.219418
166,953,955,953,CCCCCCCC,953,15.5,15.6781645
167,964,966,964,[O-][O+]=O,964,19.8,16.07332
168,966,968,966,Brc1ccc(cc1)C#N,966,20.4,20.403555
169,969,971,969,Cc1ccc(Br)cc1,969,19.3,19.315302
170,977,979,977,CCc1ccc(CC)cc1,977,18.0,18.064926
171,980,982,980,CCCCc1ccc(C)cc1,980,17.4,17.7086
172,982,984,982,CC(=O)Nc1ccc(O)cc1,982,17.8,19.16677
173,985,987,985,ClC(Cl)C(Cl)(Cl)Cl,985,18.2,17.393522
174,990,992,990,CCCCC,990,14.5,15.548589
175,993,995,993,FC(F)=C(F)F,993,15.1,14.1627655
176,1008,1010,1008,ClP(Cl)Cl,1008,18.4,17.144073
177,1009,1011,1009,O=C1OC(=O)c2ccccc12,1009,20.0,20.544004
178,1014,1016,1014,CC(=O)OCC#C,1014,16.3,15.662937
179,1018,1020,1018,CCC(N)=O,1018,16.7,16.44284
180,1032,1034,1032,CCCCOCC(C)O,1032,15.3,15.723413
181,1036,1038,1036,CC(C)OCC(C)O,1036,15.5,15.604756
182,1042,1044,1042,CC1CO1,1042,15.2,17.483603
183,1053,1055,1053,CC(=O)C#N,1053,15.9,15.98689
184,1057,1059,1057,Oc1ccccc1C=O,1057,19.0,18.788855
185,1058,1060,1058,OC(=O)c1ccccc1O,1058,19.0,19.47139
186,1059,1061,1059,OC(=O)CCCCCCCCC(O)=O,1059,17.1,17.152052
187,1060,1062,1060,CCC(C)OC(C)=O,1060,15.0,15.671742
188,1062,1064,1062,COc1cc(/C=C/CO)cc(OC)c1O,1062,19.2,19.848368
189,1074,1076,1074,O=[S]=O,1074,15.8,17.699015
190,1097,1099,1097,Cl[S](Cl)=O,1097,16.9,19.100634
191,1099,1101,1099,Sc1ccccc1,1099,20.0,19.20404
192,1102,1104,1102,CC(C)c1ccc(C)cc1O,1102,19.0,18.74968
193,1112,1114,1112,CCCCO[P](=O)(OCCCC)OCCCC,1112,16.3,16.184141
194,1141,1145,1141,COC(C)COC(C)COC(C)CO,1141,15.3,16.237753
195,1178,1182,1178,O=C1CCO1,1178,17.0,18.141314
196,1180,1184,1180,COC(=O)C(Cl)=C,1180,15.9,16.630718
