index,smiles,experimental,predicted,residual
328,O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,-1.6879224,-0.38907764148712154
333,O=C1NC(=O)NC(=O)C1(CC)CC=C,-1.614,-1.5368612,-0.07713881874084483
336,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369,-2.1865644,-0.18243555450439475
344,Nc1c(C)c[nH]c(=O)n1 ,-1.458,-1.9511393,0.4931393308639527
351,COc2cnc1cncnc1n2,-0.91,-3.1531222,2.2431221866607665
362,CC(=O)Nc1ccccc1,-1.33,-2.2687979,0.9387978744506835
363,CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36,-3.0662284,0.7062283897399904
367,c3ccc2nc1ccccc1cc2c3,-3.67,-6.0275207,2.3575206565856934
377,O=c1[nH]cnc2[nH]ncc12 ,-2.266,-2.8800793,0.6140792694091797
381,CCNc1nc(NC(C)C)nc(SC)n1,-3.04,-3.3142338,0.2742337799072265
390,COc1ccc(cc1)C(O)(C2CC2)c3cncnc3 ,-2.596,-5.0154467,2.419446662902832
404,CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,-3.8578753,2.141875347137451
409,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,-3.59,-4.192631,0.6026307678222658
422,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23,-6.5899076,-1.6400923538208012
424,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,-7.8674464,0.06744642257690447
427,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,-5.9533687,-3.064631336212159
432,c2ccc1scnc1c2 ,-1.5,-2.540034,1.0400340557098389
433,c2ccc1[nH]nnc1c2,-0.78,-1.8143444,1.0343444061279297
436,FC(F)(F)c1ccccc1,-2.51,-3.4287908,0.9187908077239992
439,C(Cc1ccccc1)c2ccccc2,-4.62,-2.9985147,-1.6214853477478028
449,CBr,-0.79,-1.5060084,0.7160083866119384
453,c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127,-1.9657128,-1.1612872142791746
457,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19,-3.6283824,-0.5616175556182865
464,CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,-2.7178912,0.8408912162780762
467,CCSC(=O)N(CC(C)C)CC(C)C,-3.68,-2.197089,-1.4829110431671144
482,c1(O)c(C)ccc(C(C)C)c1,-2.08,-2.7959802,0.7159802150726318
490,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,-5.5337067,-0.10629333496093718
501,c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,-5.267732,0.7377321434020994
506,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67,-5.382117,-0.2878832054138183
514,C/C1CCCCC1\C,-4.3,-3.2408214,-1.0591786384582518
519,c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,-4.3951807,-4.936819297790528
523,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,-4.6171083,-1.2218916549682621
530,C1CCCCCC1,-3.51,-3.2899854,-0.22001458168029764
531,OC1CCCCCC1,-0.88,-1.2591884,0.3791884136199951
532,C1CCC=CCC1,-3.18,-2.244281,-0.9357189464569093
533,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,-2.594511,-0.573488967895508
538,CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,-1.13,-2.7849617,1.6549617004394532
542,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,-3.352449,0.3704489402770994
545,O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,-2.345047,-0.003953002929687699
549,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,-9.181345,1.005344985961914
551,Nc1cc[nH]c(=O)n1 ,-1.155,-1.8128098,0.6578098249435425
552,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507,-4.3098063,-1.1971936531066891
560,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,-3.987719,0.5377190589904783
561,CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,-4.200901,-0.42909896850585927
566,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,-3.8478873,-3.1121127223968506
567,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,-6.242249,-0.09775098800659165
575,CCCCOCCCC,-1.85,-2.1556714,0.3056713581085204
585,CCOCC,-0.09,-0.7992366,0.7092365956306458
587,CCSCC,-1.34,-1.8027061,0.4627061223983764
588,CCSSCC,-2.42,-1.5699607,-0.8500392866134643
589,CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07,-3.7121673,-0.3578327369689944
594,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,-5.2490315,-0.8949684562683107
613,CNC(=O)Oc1ccccc1C2OCCO2,-1.57,-3.286489,1.7164890098571777
614,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,-2.6458697,-0.3341302680969238
622,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,-3.5576854,-0.24231462478637678
629,CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16,-4.279103,0.11910280227661119
630,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,-3.3148487,-2.0951513385772706
634,OCC(O)C(O)CO,0.7,0.456991,0.24300901293754573
649,CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,-3.4215686,0.0015686321258545632
650,CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,-4.5691485,0.7591485404968261
660,CCCCCCCC(=O)OCC,-3.39,-3.1140902,-0.2759097957611085
665,CCc1ccccc1,-2.77,-3.0736377,0.3036377239227295
668,CCOC(=O)c1ccc(N)cc1,-2.1,-2.278663,0.17866291999816886
700,CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,-6.448137,-1.554863193511963
703,OCC1OC(O)(CO)C(O)C1O,0.64,-0.78085184,1.4208518409729005
704,c1ccoc1,-0.82,-2.4209275,1.6009275245666506
713,COc1ccccc1O ,-1.96,-1.8115447,-0.14845534324645993
717,ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,-5.990369,-0.3266311569213869
720,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,-2.3291662,-1.3408338260650634
731,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,-3.6927443,0.6027442550659181
738,c2ccc1[nH]ncc1c2 ,-2.16,-0.8997803,-1.2602197265625001
745,CI,-1.0,-1.885519,0.8855190277099609
752,C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,-1.7143141,-0.43568589687347403
756,c1nccc(C(=O)NN)c1,0.009,-0.36487028,0.37387028002738953
757,CC(C)CCOC(=O)C,-1.92,-2.505653,0.5856529045104981
759,CC1=CC(=O)CC(C)(C)C1 ,-1.06,-2.1745865,1.114586534500122
761,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.49,-4.1759205,-2.314079513549805
767,CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1 ,-2.93,-3.9499264,1.0199263763427733
772,C1OC(O)C(O)C(O)C1O,0.39,-0.53167754,0.9216775441169739
773,O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.594,-2.5673096,-2.0266903820037845
786,Clc1cccc(c1)N(=O)=O,-2.77,-3.3633876,0.5933875846862793
787,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88,-2.6318047,-1.2481952953338622
809,COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.89,-5.1933193,-1.6966806793212887
812,COC(=O)c1ccccc1,-1.85,-1.9486219,0.09862186908721915
837,COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564,-3.654627,1.0906270847320556
846,Oc1cccc(c1)N(=O)=O,-1.01,-1.3221126,0.3121125602722168
848,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,-3.182411,0.6124109554290773
857,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12 ,-3.57,-3.4455159,-0.12448412895202621
859,c1ccc2ccccc2c1,-3.6,-2.6616738,-0.9383262157440186
865,NC(=O)c1cccnc1 ,0.61,-0.32746282,0.9374628221988678
866,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,-4.76,-2.6698573,-2.0901427364349363
875,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.46,-4.4656487,-0.9943513488769531
877,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,-2.22,-0.6212778,-1.5987221908569338
885,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046,-3.6206496,-0.4253504238128665
886,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,-6.51,-5.0268497,-1.4831502532958982
900,Cc1ccccc1N(=O)=O,-2.33,-2.3593416,0.02934162139892571
904,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696,-5.115458,-0.5805419883728025
909,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,-3.73,-2.3681524,-1.361847620010376
910,Nc1ccc(cc1)c2ccc(N)cc2,-2.7,-2.667985,-0.03201503753662127
912,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,-6.753768,-0.14623203277587926
927,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65,-5.80688,0.1568799972534176
933,CCCCCOC(=O)C,-1.89,-1.70666,-0.18333996772766104
934,CCCCC(=O)OCC,-2.25,-1.4335096,-0.8164904117584229
937,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.8,-4.656599,0.8565990447998049
939,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,-4.46338,-4.340620140075684
943,c1ccc2c(c1)cnc3ccccc23 ,-2.78,-3.442231,0.6622309398651125
948,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,-2.9,-2.0267522,-0.8732477664947509
976,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.12,-3.8344107,-0.2855893325805665
981,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,-2.21,-2.2136211,0.003621139526367223
985,CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.1,-3.0480537,-1.0519462585449215
1005,c2cnc1ncncc1n2,0.02,-0.8156579,0.835657913684845
1009,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,-2.56,-2.5833154,0.023315372467040962
1015,c1cncnc1,1.1,-0.57132494,1.6713249444961549
1018,c1ccc2ncccc2c1,-1.3,-2.042073,0.7420730113983154
1027,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,-5.7702928,0.05029275894165064
1031,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,-3.928,-2.4362578,-1.491742160797119
1052,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,-2.8497975,0.49379748725891126
1059,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,-3.84,-4.6613593,0.8213593101501466
1061,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,-4.8888493,0.3668492584228513
1068,Nc1ccc(cc1)S(N)(=O)=O,-1.34,-1.9902592,0.6502591705322265
1071,C/C=C/C=O,0.32,0.045379087,0.2746209126710892
1075,CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,-2.8536613,-0.3853387012481688
1078,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,-4.991688,-0.19231222534179704
1091,Cn1c(=O)n(C)c2nc[nH]c2c1=O,-1.39,-1.1127384,-0.27726162910461416
1092,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,-2.1763752,0.022375150680542077
1098,c1ccsc1,-1.33,-1.5666918,0.23669175624847405
1100,Sc1nccc(=O)[nH]1 ,-2.273,-0.89724475,-1.3757552485466005
1109,CC/C=C/C,-2.54,-2.0330045,-0.5069954776763916
1110,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,-3.61,-4.5297976,0.9197975540161134
1113,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,-4.31,-4.3346915,0.024691524505615625
1135,O=c1cc[nH]c(=O)[nH]1 ,-1.488,-1.5234936,0.03549364757537843
1140,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,-3.781122,-1.1438780307769774
