index,smiles,experimental,predicted,residual
175,CC(C)C(O)C(C)C,-1.22,-0.3660298,-0.8539702010154724
176,CC(C)C(=O)C(C)C,-1.3,-0.5984103,-0.7015896916389466
179,Cc1ccnc(C)c1,0.38,-1.0495619,1.429561858177185
188,Clc1cccc(Cl)c1c2ccccc2 ,-5.21,-7.222245,2.012245216369629
195,CCC(=O)C,0.52,-0.41531157,0.9353115749359131
203,Oc1ccccc1Cl,-1.06,-1.8807636,0.8207636499404907
217,CCCCCC(=O)C,-1.45,-1.48406,0.03406004905700688
222,CC(C)I,-2.09,-1.9472594,-0.1427405738830565
236,CCC(C)CO,-0.47,-0.5831667,0.11316671848297122
245,CC(=C)C,-2.33,-1.8321266,-0.49787338256835945
257,CC(C)O,0.43,-0.091754586,0.5217545855045318
263,CCC(C)(C)CC,-4.23,-1.5529615,-2.677038531303406
264,O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2,-3.4868114,0.2868113994598387
268,Clc1ccc(cc1Cl)c2ccccc2 ,-6.39,-5.6222806,-0.7677194023132321
271,Cc1cncc(C)c1,0.38,-2.818793,3.1987930583953856
272,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.071,-6.827134,1.7561341323852542
278,CCC(O)(CC)CC,-0.85,-1.0091063,0.15910627841949465
284,CCC#CCC,-1.99,-1.1498914,-0.8401086235046387
304,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678,-6.5502152,1.872215244293213
313,CCCC(O)CCC,-1.4,-1.1885531,-0.2114469051361083
320,CC(C)CC(=O)C,-0.74,-0.9037389,0.16373891592025758
324,CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692,-2.1088188,-0.5831812305450441
335,O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16,-2.2089224,1.0489223861694337
340,Fc1c[nH]c(=O)[nH]c1=O ,-1.077,-1.8179939,0.7409938793182373
341,Oc1cccc2ncccc12 ,-2.54,-1.541843,-0.9981569433212281
349,Cc1cc2c3ccccc3ccc2c4ccccc14,-6.57,-6.385835,-0.18416482925415067
353,Oc1cccc2cccnc12 ,-2.42,-1.2000157,-1.219984335899353
356,Cc1c2ccccc2cc3ccccc13,-5.89,-5.3638916,-0.5261083984374997
366,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,-3.59,-2.621713,-0.9682870769500731
368,C=CC=O,0.57,-0.00096130185,0.5709613018482923
369,C=CC#N,0.15,-0.3966689,0.5466689109802246
375,NC(=O)NC1NC(=O)NC1=O ,-1.6,-2.1352322,0.5352322101593017
383,CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,-3.2701283,0.9101282501220704
393,COc1ccc(C=CC)cc1,-3.13,-3.2614005,0.13140046119689952
395,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,-4.432,-4.5802336,0.14823357391357384
396,COc1ccccc1,-1.85,-2.475159,0.625158929824829
399,Cc1cc(=O)n(c2ccccc2)n1C,0.715,-2.5134642,3.2284642124176024
407,ClCC#CCOC(=O)Nc1cccc(Cl)c1,-4.37,-2.9652853,-1.404714698791504
412,c1c(NC(=O)c2ccccc2(I))cccc1,-4.21,-3.8656127,-0.3443872547149658
416,NC(=O)c1ccccc1,-0.96,-1.0570204,0.09702042579650882
417,c1ccccc1,-1.64,-1.4182028,-0.22179724216461172
426,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,-6.5039864,-1.986013641357422
431,O=C(c1ccccc1)c2ccccc2,-3.12,-2.467629,-0.6523710441589357
434,c2ccc1ocnc1c2,-1.16,-2.9472916,1.7872916126251222
443,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,-2.523,-2.5008156,-0.022184370040893686
444,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445,-4.3857355,-0.05926448822021513
446,ClCBr,-0.89,-1.3255429,0.43554292678833006
454,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,-3.6361058,-0.5238942241668703
456,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,-3.1462822,-1.0937178039550783
468,CCCCc1ccccc1,-4.06,-4.1242657,0.06426567077636758
470,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.876,-2.2081628,1.3321627845764161
473,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4,-4.2657223,-1.134277725219727
483,CC(=C)C1CC=C(C)C(=O)C1,-2.06,-2.8778296,0.8178295516967773
487,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,-3.2657397,-0.6582603206634521
489,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,-7.9825654,1.1225654029846188
498,ClC=C,-1.75,-1.7404621,-0.009537935256958008
500,ClC(Cl)(Cl)N(=O)=O,-2.0,-1.4176939,-0.5823061466217041
512,c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057,-5.448193,-2.6088069267272953
521,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,-3.6719003,0.5619002723693849
537,C1CCC=CC1,-2.59,-2.3521492,-0.2378507518768309
544,C1CC=CC1,-2.1,-2.3521492,0.25214924812316886
547,CN(C)C(=O)NC1CCCCCCC1,-2.218,-3.2633357,1.0453357048034668
559,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402,-6.8535304,-1.548469593048095
574,BrCBr,-1.17,-1.4883035,0.31830354213714607
576,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,-2.638186,-1.257814022064209
580,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,-2.6721065,-1.2808934955596922
582,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.29,-6.213767,-0.07623294830322269
595,ICI,-2.34,-1.4538779,-0.8861220741271971
601,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,-2.5058875,1.655887508392334
603,COCOC,0.48,-1.7971014,2.277101378440857
604,COC(=O)c1ccccc1C(=O)OC,-1.66,-2.561463,0.9014631175994874
611,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115,-4.7275105,-0.3874895477294924
616,N(c1ccccc1)c2ccccc2,-3.504,-2.4680948,-1.035905174255371
633,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,-4.810311,1.1903108406066893
635,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03,-4.778043,-0.25195720672607447
638,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,-4.627941,0.6729411315917968
653,CCCCCOC(=O)CC,-1.28,-2.2962015,1.016201467514038
655,CCCCCCCCCC(=O)OCC,-4.1,-4.427218,0.32721796035766637
656,CCOC=O,0.15,0.004300287,0.14569971300661563
664,CCOC=C,-0.85,-2.0409007,1.190900707244873
674,CC12CCC(CC1)C(C)(C)O2 ,-1.64,-1.3553891,-0.2846108818054198
679,CN(C)C(=O)SCCCCOc1ccccc1,-3.927,-3.245356,-0.6816439170837403
684,CN(C)C(=O)Nc1ccccc1,-1.6,-2.3466697,0.7466696739196776
697,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,-3.5389698,-0.9060302448272708
701,CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,-3.5573325,1.2173325157165529
711,CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6,-0.7524097,0.15240969657897951
712,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.246,-5.2387877,1.9927876510620117
714,Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583,-1.52163,-2.061369951248169
721,CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,-8.188096,-0.14590395355224572
726,CCCCCCc1ccccc1,-5.21,-4.5554075,-0.6545924758911132
727,O=C1CNC(=O)N1 ,-0.4,-0.8404048,0.44040480852127073
732,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,-4.3594584,-0.5205415534973143
750,CC(C)COC=O,-1.01,-2.0705936,1.0605935955047607
753,Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461,-1.7434406,-0.717559371948242
758,CC(C)CCOC=O,-1.52,-2.0705936,0.5505935955047607
777,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604,-4.713961,1.109961124420166
780,CCOC(=O)CC(=O)OCC,-0.82,-0.4063576,-0.41364241361618037
781,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.358,-0.14814614,0.5061461375951767
782,OCC(O)C(O)C(O)C(O)CO ,0.06,0.7597405,-0.6997404718399047
784,Clc1cccc(Br)c1,-3.21,-3.4122076,0.20220760345458988
785,Clc1cccc(I)c1,-3.55,-3.4261565,-0.12384347915649396
788,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,-3.1117456,0.593745595932007
796,CC(C)C1CCC(C)CC1=O,-2.35,-2.756972,0.4069720745086669
799,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,-1.601,-3.2785153,1.677515338897705
801,CO,1.57,-0.036051504,1.6060515043139458
803,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23,-1.7913424,-0.4386576223373413
808,COc2c1occc1cc3ccc(=O)oc23 ,-3.664,-5.1636295,1.4996295318603514
810,COC(=O)C,0.46,0.059367105,0.4006328946352005
820,CCCCCCCCCCCC(=O)OC,-4.69,-5.6577573,0.9677572822570797
843,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8,-1.9602361,-4.839763927459717
852,Cc1cccc(C)c1,-2.82,-3.1772468,0.35724680900573746
861,CC(C)=CCC/C(C)=C\CO,-2.46,-0.9071049,-1.5528950905799865
862,CCNc1ccccc1,-1.7,-2.801456,1.1014559745788575
872,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796,-3.1305294,-0.6654705963134764
879,CNc1ccccc1,-1.28,-2.4839048,1.2039048385620117
881,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,-3.931,-2.4509892,-1.4800107536315918
882,CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.171,-3.1918182,0.02081823730468768
888,Nc1ccccc1Cl,-1.52,-2.7260296,1.206029634475708
894,Fc1ccccc1Br,-2.7,-3.1371803,0.43718032836914045
932,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,-2.0152493,-0.3747507476806642
938,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291,-6.9756007,0.6846007194519039
940,CC(=O)Nc1ccc(F)cc1,-1.78,-2.0519736,0.2719735813140869
945,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.805,-3.57687,-1.2281300354003903
958,c1cC2C(=O)NC(=O)C2cc1,-2.932,-2.5470078,-0.38499220085144037
961,CC(=O)Nc1ccc(O)cc1,-1.03,-1.4985591,0.4685591173171997
962,Oc1ccc(C=O)cc1,-0.96,-0.5774386,-0.38256140708923336
963,c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,-7.87,-5.625374,-2.244626159667969
967,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,-1.9272982,-0.022701811790466264
970,Cc1ccc(N)cc1,-1.21,-1.5603896,0.35038963794708256
990,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408,-2.4174387,-0.9905612545013427
996,CCCC(=O)OC,-1.92,-0.93361884,-0.9863811564445495
1000,CCCC1CCCC1,-4.74,-4.041855,-0.6981451416015627
1006,c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,-4.8196793,-2.290320739746094
1007,Cc1ccc(cc1)S(=O)(=O)N,-1.74,-1.4720142,-0.2679858112335205
1014,c1ccncc1,0.76,1.0260628,-0.26606284618377685
1022,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,-2.9714603,0.2754603424072264
1023,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,-2.62,-4.1185203,1.4985202598571776
1033,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207,-3.462544,-0.7444560356140135
1035,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,-4.634,-4.4692054,-0.16479462051391636
1036,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,-4.706,-4.6237426,-0.08225741958618205
1037,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749,-3.3082645,-1.440735506057739
1041,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,-5.153,-4.8677855,-0.28521454620361286
1045,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36,-3.8981698,0.5381697559356691
1048,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,-0.85,-0.58629686,-0.26370314359664915
1057,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,-1.981,-2.111607,0.13060707473754873
1060,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743,-4.349955,-0.39304491806030306
1063,C1OC1c2ccccc2 ,-1.6,-2.4610803,0.8610803127288817
1069,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016,-2.4389997,0.4229996528625488
1070,CC(C)(C)c1ccccc1,-3.66,-3.0295815,-0.6304184532165529
1073,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,-2.484,-3.8440208,1.3600208435058594
1093,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,-3.46,-3.4677312,0.007731237411499059
1096,CCSCCSP(=S)(OC)OC,-3.091,-2.9232135,-0.16778651809692402
1097,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-3.36,-3.5612144,0.2012144470214845
1099,Sc1ccccc1,-2.12,-2.4680948,0.3480948257446288
1104,CC(C)c1ccc(C)cc1O,-2.22,-1.8289067,-0.3910933446884157
1120,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,-2.68,-2.776723,0.09672290802001937
1121,ClC(Cl)(Cl)C#N,-2.168,-1.7407829,-0.427217143058777
1129,CCOP(=O)(OCC)OCC,0.43,-1.1561382,1.5861381816864013
1131,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,-4.19,-2.032755,-2.1572451019287113
1142,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,-3.79,-2.055774,-1.7342260265350342
