,0,1,2,3,4,5,6
67,382,382,382,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,382,-0.77,-1.6781750000000009
68,388,388,388,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,388,-2.468,-2.568621000000001
69,394,394,394,Nc1ccccc1,394,-0.41,-1.8594950000000006
70,398,398,398,O=C1c2ccccc2C(=O)c3ccccc13,398,-5.19,-2.6195449999999982
71,405,405,405,N(=Nc1ccccc1)c2ccccc2,405,-4.45,-3.584181999999996
72,411,411,411,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,411,-4.71,-3.330919166666667
73,420,420,420,C1c2ccccc2c3ccc4ccccc4c13,420,-6.68,-5.628749999999997
74,423,423,423,C1c2ccccc2c3cc4ccccc4cc13,423,-8.04,-4.558321666666668
75,425,425,425,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,425,-8.0,-7.118119999999996
76,428,428,428,CCOC(=O)c1ccc(N)cc1,428,-2.616,-2.2274850000000033
77,429,429,429,OC(C(=O)c1ccccc1)c2ccccc2,429,-2.85,-1.8123900000000015
78,435,435,435,ClCc1ccccc1,435,-2.39,-3.6469549999999993
79,442,442,442,CC1(C)C2CCC1(C)C(O)C2,442,-2.32,-2.737339999999998
80,447,447,447,BrC(Cl)Cl,447,-1.54,-1.6491699999999987
81,448,448,448,CCBr,448,-1.09,-1.470825
82,460,460,460,CCC(C)O,460,0.47,-0.6149216666666668
83,461,461,461,CCCC,461,-2.57,-1.8372999999999993
84,462,462,462,CCCCS,462,-2.18,-2.6351300000000015
85,465,465,465,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,465,-3.9,-3.581716249999999
86,478,478,478,CNC(=O)Oc1cccc2CC(C)(C)Oc12,478,-2.8,-2.1493200000000012
87,481,481,481,CCC(Br)(CC)C(=O)NC(N)=O,481,-2.68,-0.7391075000000004
88,485,485,485,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,485,-2.111,-3.2009587499999985
89,486,486,486,CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,486,-4.411,-3.694204999999994
90,493,493,493,NC(=O)CCl ,493,-0.02,-0.19549833333333327
91,494,494,494,ClCC#N,494,-0.092,-0.5344100000000003
92,513,513,513,Cl\C=C/Cl,513,-1.3,-1.633340000000001
93,527,527,527,CCSC(=O)N(CC)C1CCCCC1 ,527,-3.4,-2.2396866666666666
94,528,528,528,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,528,-2.17,-2.7786603333333324
95,529,529,529,O=C2NC(=O)C1(CCC1)C(=O)N2,529,-1.655,-2.619975
96,536,536,536,O=C1CCCCC1,536,-0.6,-2.7196616666666666
97,553,553,553,Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,553,-3.094,-1.6192850000000005
98,554,554,554,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,554,-7.2,-4.7905483333333265
99,557,557,557,C1CCC2CCCCC2C1,557,-5.19,-2.846773333333333
100,570,570,570,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,570,-3.754,-5.006381666666666
101,578,578,578,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,578,-4.31,-4.861463333333332
102,581,581,581,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,581,-5.666,-4.457503333333326
103,583,583,583,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,583,-4.95,-2.0109400000000006
104,584,584,584,ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,584,-7.278,-4.474643333333329
105,598,598,598,CC(C)SC(C)C,598,-2.24,-2.350389999999999
106,599,599,599,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,599,0.523,-2.4806099999999986
107,620,620,620,CCOP(=S)(OCC)SCCSCC,620,-4.23,-3.706600000000005
108,621,621,621,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,621,-3.35,-3.7825799999999994
109,643,643,643,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,643,-4.3,-4.637909999999996
110,644,644,644,CCSCc1ccccc1OC(=O)NC ,644,-2.09,-3.0235249999999985
111,657,657,657,CCCCCCC(=O)OCC,657,-2.74,-3.131339999999997
112,666,666,666,CCC1CCCCC1,666,-4.25,-3.132269999999999
113,667,667,667,C=C,667,-0.4,-1.38092
114,670,670,670,C#C,670,0.29,-1.2465299999999995
115,675,675,675,COc1cc(CC=C)ccc1O,675,-1.56,-1.9290300000000007
116,677,677,677,Cc1occc1C(=O)Nc2ccccc2,677,-3.3,-2.198339999999998
117,678,678,678,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,678,-4.04,-4.010140000000003
118,682,682,682,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,682,-2.3,-4.02243
119,688,688,688,CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,688,-3.43,-3.5906100000000007
120,689,689,689,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,689,-5.613,-3.4912133333333326
121,693,693,693,C1c2ccccc2c3ccccc13,693,-5.0,-2.8592150000000003
122,695,695,695,CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,695,-4.099,-3.7182799999999996
123,706,706,706,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),706,-2.943,-2.8777550000000014
124,707,707,707,OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,707,-4.571,-4.236341249999996
125,708,708,708,OCC1OC(O)C(O)C(O)C1O,708,0.74,-0.1264499999999999
126,715,715,715,FC(F)(F)C(Cl)Br ,715,-1.71,-2.617565000000001
127,722,722,722,CCCCCCCCCCCCCCCC,722,-8.4,-7.377657500000002
128,728,728,728,N(Nc1ccccc1)c2ccccc2 ,728,-2.92,-2.164269999999999
129,730,730,730,NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,730,-2.63,-3.315959999999995
130,733,733,733,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,733,-5.46,-5.0478416666666694
131,739,739,739,c2ccc1[nH]ccc1c2,739,-1.52,-2.5316850000000026
132,743,743,743,CCI,743,-1.6,-1.6979749999999982
133,760,760,760,CNC(=O)Oc1ccccc1C(C)C,760,-2.863,-2.475250000000001
134,762,762,762,CC(C)OC(=O)C,762,-0.55,-0.69855
135,764,764,764,CC(C)c1ccccc1,764,-3.27,-3.4399974999999965
136,765,765,765,CC(C)c1ccc(NC(=O)N(C)C)cc1,765,-3.536,-3.216567499999996
137,768,768,768,CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,768,-3.27,-2.477825
138,771,771,771,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,771,-0.244,-0.029266666666666757
139,783,783,783,Nc1cccc(Cl)c1,783,-1.37,-2.561723333333336
140,798,798,798,Sc2nc1ccccc1s2 ,798,-3.18,-1.8604250000000022
141,802,802,802,Cc1ccccc1n3c(C)nc2ccccc2c3=O,802,-2.925,-3.577763333333333
142,807,807,807,COCCCNc1nc(NC(C)C)nc(SC)n1,807,-2.928,-2.7324550000000016
143,811,811,811,COC(=O)C=C,811,-0.22,-0.43967500000000087
144,816,816,816,COC=O,816,0.58,0.028790000000000066
145,822,822,822,CCCCCCCCC(=O)OC,822,-3.38,-4.151340000000001
146,823,823,823,CCCCCCCC(=O)OC,823,-3.17,-3.5455299999999994
147,827,827,827,COC(C)(C)C,827,-0.24,-2.4588600000000027
148,828,828,828,CC1CCCCC1,828,-3.85,-2.8868300000000016
149,830,830,830,CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,830,-3.35,-2.8609383333333342
150,832,832,832,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,832,-5.284,-4.397710000000001
151,833,833,833,Cc1cc(=O)[nH]c(=S)[nH]1,833,-2.436,-2.89414375
152,834,834,834,CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,834,-2.73,-3.5155633333333323
153,845,845,845,Nc1cccc(c1)N(=O)=O,845,-2.19,-2.085955000000001
154,849,849,849,COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,849,-0.742,-3.079115000000002
155,850,850,850,CN(C)C(=O)Nc1ccc(Cl)cc1,850,-2.89,-3.707443749999998
156,858,858,858,c1ccc2cc3cc4ccccc4cc3cc2c1,858,-8.6,-5.101084999999994
157,864,864,864,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,864,-4.7,-5.155306666666662
158,880,880,880,CCCCCCCCC,880,-5.88,-4.561949999999995
159,884,884,884,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,884,-4.57,-5.067574999999996
160,898,898,898,COc1ccccc1N(=O)=O,898,-1.96,-2.4234650000000006
161,899,899,899,Oc1ccccc1N(=O)=O,899,-1.74,-1.7878750000000008
162,911,911,911,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2 ,911,-7.2,-4.7905483333333265
163,919,919,919,CC(=O)Nc1ccc(Cl)cc1,919,-2.843,-3.62956958333333
164,921,921,921,Clc1ccc(Br)cc1,921,-3.63,-3.3766833333333284
165,924,924,924,Cc1ccc(O)cc1,924,-0.73,-1.4392600000000013
166,928,928,928,ClC(Cl)C(Cl)(Cl)Cl,928,-2.6,-2.308845000000001
167,930,930,930,Cc1cc(C)c(C)c(C)c1C,930,-4.0,-3.0707675000000005
168,936,936,936,CCCCCC1CCCC1,936,-6.08,-3.947098333333339
169,950,950,950,CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,950,-3.81,-3.980670000000004
170,965,965,965,O=Cc2ccc1OCOc1c2 ,965,-1.63,-2.44291125
171,969,969,969,COc1ccc(C=O)cc1,969,-1.49,-2.7191799999999997
172,979,979,979,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,979,-4.65,-4.069577499999998
173,980,980,980,CCC1(C(=O)NCNC1=O)c2ccccc2,980,-2.64,-2.4986049999999995
174,993,993,993,CCC#N,993,0.28,-0.6759749999999991
175,997,997,997,CCCOC=O,997,-0.49,-0.742635
176,1002,1002,1002,CCCOC(C)C,1002,-1.34,-1.4299449999999998
177,1011,1011,1011,Nc2cnn(c1ccccc1)c(=O)c2Cl,1011,-2.878,-3.7258149999999968
178,1024,1024,1024,C1SC(=S)NC1(=O),1024,-1.77,-1.5448099999999994
179,1029,1029,1029,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,1029,-4.376,-4.434018749999995
180,1034,1034,1034,CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,1034,-4.554,-3.4103900000000023
181,1040,1040,1040,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,1040,-4.871,-3.9869933333333387
182,1049,1049,1049,NC(=O)c1ccccc1O,1049,-1.836,-2.078449999999997
183,1067,1067,1067,CCN(CC)C(=S)SCC(Cl)=C,1067,-3.39,-3.619717
184,1074,1074,1074,CCOP(=S)(OCC)SCSC(C)(C)C,1074,-4.755,-4.211845000000003
185,1085,1085,1085,Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,1085,-7.321,-4.954975000000001
186,1105,1105,1105,Cc1ccccc1,1105,-2.21,-2.1580949999999994
187,1107,1107,1107,C/C1CCC(\C)CC1,1107,-4.47,-2.015094999999999
188,1108,1108,1108,CCCC/C=C/C,1108,-3.82,-2.744340000000003
189,1119,1119,1119,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1119,-0.22,-0.9069825
190,1141,1141,1141,CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,1141,-3.893,-3.7800150000000015
