,0,1,2,3,4,5,6
109,626,626,626,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,626,-0.17,-1.559656666666667
110,628,628,628,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,628,-6.18,-6.252604999999988
111,631,631,631,CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,631,-5.24,-3.647929999999998
112,636,636,636,c1(OC)ccc(CC=C)cc1,636,-2.92,-2.7360450000000025
113,652,652,652,CCOC(=O)c1ccccc1,652,-2.32,-2.862173000000005
114,654,654,654,CCOC(=O)C=Cc1ccccc1,654,-3.0,-3.242860000000003
115,661,661,661,CCCOC(=O)CCC,661,-1.75,-1.1635433333333318
116,673,673,673,COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,673,-3.571,-2.845705000000003
117,690,690,690,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,690,-6.78,-4.060254166666665
118,692,692,692,c1ccc2c(c1)c3cccc4cccc2c34,692,-6.0,-5.784757500000005
119,694,694,694,Fc1ccccc1,694,-1.8,-2.276775
120,696,696,696,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,696,-3.32,-3.568349999999994
121,716,716,716,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,716,-2.7,-3.158656666666665
122,718,718,718,CCCCCCC,718,-4.53,-3.844749999999995
123,723,723,723,Cc1c(C)c(C)c(C)c(C)c1C,723,-5.23,-2.2297249999999984
124,724,724,724,CCCCCC,724,-3.84,-2.88049
125,736,736,736,C1Cc2ccccc2C1,736,-3.04,-2.757830000000002
126,737,737,737,CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,737,-3.586,-3.3909599999999984
127,740,740,740,c2ccc1NCCc1c2 ,740,-1.04,-0.8997900000000009
128,741,741,741,OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,741,-1.23,-1.7739133333333321
129,746,746,746,Oc1c(I)cc(C#N)cc1I,746,-3.61,-2.454585
130,754,754,754,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,754,-4.194,-3.507955000000003
131,755,755,755,Nc1nc(O)nc2nc[nH]c12 ,755,-3.401,-1.7566783333333325
132,789,789,789,c1c(OC)c(OC)C2C(=O)OCC2c1,789,-1.899,-2.8368850000000028
133,792,792,792,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,792,-3.24,-3.722910000000003
134,793,793,793,CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O ,793,-5.35,-4.9366833333333275
135,813,813,813,CCCCOC,813,-0.99,-1.89534
136,814,814,814,CCCOC(=O)CC,814,-0.82,-0.9255433333333322
137,817,817,817,COC(=O)c1cc(O)c(O)c(O)c1 ,817,-1.24,-1.9448553333333343
138,824,824,824,CCCC(=O)OCC,824,-1.36,-1.174413333333332
139,825,825,825,CCC(=O)OC,825,-0.14,-0.5315633333333332
140,841,841,841,Fc1cccc(Br)c1,841,-2.67,-3.003295000000003
141,842,842,842,Nc1cc(nc(N)n1=O)N2CCCCC2 ,842,-1.989,-3.1199200000000014
142,844,844,844,Cc1cccc(N)c1,844,-0.85,-2.552054999999999
143,853,853,853,CCN(CC)c1ccccc1,853,-3.03,-3.3614299999999986
144,855,855,855,CN(C)c1ccccc1,855,-1.92,-2.4563799999999976
145,887,887,887,Nc1ccccc1O,887,-0.72,-1.6336733333333353
146,890,890,890,Clc1ccccc1I,890,-3.54,-3.297044999999997
147,892,892,892,CCCCCCCC,892,-5.24,-4.241509999999989
148,896,896,896,COc1ccccc1O,896,-1.96,-1.7363233333333314
149,901,901,901,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,901,-5.16,-4.71880583333333
150,902,902,902,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,902,-4.314,-4.537824999999996
151,907,907,907,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,907,-2.281,-2.8858549999999945
152,913,913,913,Nc1ccc(O)cc1,913,-0.8,-1.5764183333333321
153,916,916,916,Nc1ccc(cc1)c2ccc(N)cc2,916,-2.7,-2.4942749999999942
154,918,918,918,Brc1ccc(I)cc1,918,-4.56,-3.2569650000000046
155,920,920,920,Nc1ccc(Cl)cc1,920,-1.66,-3.2390999999999988
156,922,922,922,Clc1ccc(I)cc1,922,-4.03,-4.007149999999997
157,925,925,925,CCCCN(CC)C(=O)SCCC,925,-3.53,-2.287795000000001
158,935,935,935,CCCCCc1ccccc1,935,-4.64,-4.161309999999993
159,942,942,942,c1ccc2c(c1)ccc3ccccc32,942,-5.26,-6.557950000000002
160,944,944,944,CCOc1ccccc1,944,-2.33,-3.0167900000000003
161,953,953,953,NC(=S)Nc1ccccc1,953,-1.77,-1.6669016666666665
162,959,959,959,O=C1NC(=O)c2ccccc12 ,959,-2.61,-3.457944999999999
163,973,973,973,Oc1ccc(cc1)N(=O)=O,973,-0.74,-1.0205999999999995
164,974,974,974,Cc1ccc(cc1)N(=O)=O,974,-2.49,-2.4093750000000016
165,977,977,977,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,977,-3.18,-3.867865
166,982,982,982,CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,982,-4.8,-4.543759999999997
167,983,983,983,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,983,-4.42,-4.338551666666667
168,986,986,986,CC(C)N(C(=O)CCl)c1ccccc1 ,986,-2.48,-3.821854999999995
169,988,988,988,CCC(=O)Nc1ccc(Cl)c(Cl)c1,988,-3.0,-3.7060266666666632
170,991,991,991,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,991,-3.493,-4.291269999999999
171,999,999,999,CCCc1ccccc1,999,-3.37,-3.614974999999996
172,1008,1008,1008,Cc1ccc(C)cc1,1008,-2.77,-2.3085899999999984
173,1010,1010,1010,NC(=O)c1cnccn1,1010,-0.667,-0.5607816666666667
174,1012,1012,1012,c1cc2ccc3cccc4ccc(c1)c2c34,1012,-6.176,-7.151825000000009
175,1013,1013,1013,c1ccnnc1,1013,1.1,-0.18803499999999979
176,1042,1042,1042,CCN2c1cc(Cl)ccc1NC(=O)c3cccnc23 ,1042,-5.36,-4.085235000000001
177,1055,1055,1055,CSc1nc(nc(n1)N(C)C)N(C)C,1055,-2.676,-2.9784600000000023
178,1056,1056,1056,OCC(O)C(O)C(O)C(O)CO,1056,1.09,0.15589999999999984
179,1065,1065,1065,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,1065,0.79,-0.781298333333333
180,1066,1066,1066,NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,1066,-1.99,-1.958173749999997
181,1084,1084,1084,CCCCCCCCCCCCCC,1084,-7.96,-6.362924999999994
182,1087,1087,1087,C1CCOCC1,1087,-0.03,-1.6195799999999994
183,1088,1088,1088,CN(C)C(=O)N(C)C ,1088,0.94,-0.029248333333333335
184,1101,1101,1101,NC(=S)N,1101,0.32,-1.9785150000000018
185,1102,1102,1102,CN(C)C(=S)SSC(=S)N(C)C ,1102,-3.9,-2.9879633333333366
186,1103,1103,1103,Cc1c[nH]c(=O)[nH]c1=O ,1103,-1.506,-2.0914850000000014
187,1106,1106,1106,CC(C)(C)Cc1ccccc1,1106,-4.15,-3.380869999999998
188,1122,1122,1122,ClC=C(Cl)Cl,1122,-1.96,-0.950356666666667
189,1137,1137,1137,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,1137,-3.93,-1.671017000000001
190,1138,1138,1138,CCCCC=O,1138,-0.85,-1.8811500000000023
