,0,1,2,3,4,5,6
32,176,176,176,CC(C)C(=O)C(C)C,176,-1.3,-0.34149249999999937
33,179,179,179,Cc1ccnc(C)c1,179,0.38,-1.1064016666666674
34,188,188,188,Clc1cccc(Cl)c1c2ccccc2 ,188,-5.21,-5.965280000000004
35,195,195,195,CCC(=O)C,195,0.52,-0.2873149999999998
36,203,203,203,Oc1ccccc1Cl,203,-1.06,-2.0299366666666687
37,217,217,217,CCCCCC(=O)C,217,-1.45,-1.617420000000002
38,222,222,222,CC(C)I,222,-2.09,-2.4065400000000006
39,236,236,236,CCC(C)CO,236,-0.47,-0.5321508333333341
40,245,245,245,CC(=C)C,245,-2.33,-1.8082199999999975
41,257,257,257,CC(C)O,257,0.43,-0.3411574999999998
42,263,263,263,CCC(C)(C)CC,263,-4.23,-1.7330150000000015
43,264,264,264,O=N(=O)c1cc(Cl)c(Cl)cc1,264,-3.2,-3.503008333333333
44,268,268,268,Clc1ccc(cc1Cl)c2ccccc2 ,268,-6.39,-5.03548375
45,271,271,271,Cc1cncc(C)c1,271,0.38,-2.5992049999999973
46,272,272,272,O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,272,-5.071,-5.01997366666667
47,278,278,278,CCC(O)(CC)CC,278,-0.85,-0.5218925
48,284,284,284,CCC#CCC,284,-1.99,-1.3839200000000011
49,304,304,304,O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,304,-4.678,-5.5207999999999995
50,313,313,313,CCCC(O)CCC,313,-1.4,-0.887385000000001
51,320,320,320,CC(C)CC(=O)C,320,-0.74,-0.8362974999999992
52,324,324,324,CC(=O)Nc1ccc(cc1)N(=O)=O,324,-2.692,-2.0791800000000014
53,335,335,335,O=C1NC(=O)NC(=O)C1(C)CC=C,335,-1.16,-1.9633850000000033
54,340,340,340,Fc1c[nH]c(=O)[nH]c1=O ,340,-1.077,-1.9107792857142851
55,341,341,341,Oc1cccc2ncccc12 ,341,-2.54,-1.284073333333332
56,349,349,349,Cc1cc2c3ccccc3ccc2c4ccccc14,349,-6.57,-5.937085000000005
57,353,353,353,Oc1cccc2cccnc12 ,353,-2.42,-1.2208150000000009
58,356,356,356,Cc1c2ccccc2cc3ccccc13,356,-5.89,-4.502035
59,366,366,366,CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,366,-3.59,-2.7943966666666684
60,368,368,368,C=CC=O,368,0.57,-0.23955000000000012
61,369,369,369,C=CC#N,369,0.15,-0.6087799999999997
62,375,375,375,NC(=O)NC1NC(=O)NC1=O ,375,-1.6,-1.5903050000000014
63,383,383,383,CNC(=O)Oc1ccc(N(C)C)c(C)c1,383,-2.36,-3.1688441666666707
64,393,393,393,COc1ccc(C=CC)cc1,393,-3.13,-2.6862300000000014
65,395,395,395,COP(=S)(OC)SCC(=O)N(C(C)C)c1ccc(Cl)cc1,395,-4.432,-3.979349999999999
66,396,396,396,COc1ccccc1,396,-1.85,-2.499275000000001
67,399,399,399,Cc1cc(=O)n(c2ccccc2)n1C,399,0.715,-2.5359675
68,407,407,407,ClCC#CCOC(=O)Nc1cccc(Cl)c1,407,-4.37,-3.652103333333332
69,412,412,412,c1c(NC(=O)c2ccccc2(I))cccc1,412,-4.21,-2.877006999999998
70,416,416,416,NC(=O)c1ccccc1,416,-0.96,-1.6334303333333349
71,417,417,417,c1ccccc1,417,-1.64,-1.4147450000000004
72,426,426,426,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,426,-8.49,-5.244285000000001
73,431,431,431,O=C(c1ccccc1)c2ccccc2,431,-3.12,-2.456997000000001
74,434,434,434,c2ccc1ocnc1c2,434,-1.16,-2.0276850000000004
75,443,443,443,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,443,-2.523,-2.238405000000002
76,444,444,444,OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,444,-4.445,-4.004401999999997
77,446,446,446,ClCBr,446,-0.89,-1.2610999999999999
78,454,454,454,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,454,-4.16,-2.9311399999999996
79,456,456,456,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,456,-4.24,-2.891583333333337
80,468,468,468,CCCCc1ccccc1,468,-4.06,-3.923873333333329
81,470,470,470,Cn1cnc2n(C)c(=O)n(C)c(=O)c12,470,-0.876,-1.9211866666666675
82,473,473,473,ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,473,-5.4,-4.349422499999994
83,483,483,483,CC(=C)C1CC=C(C)C(=O)C1,483,-2.06,-3.052954999999999
84,487,487,487,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,487,-3.924,-3.3986010833333307
85,489,489,489,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,489,-6.86,-6.0598874999999985
86,498,498,498,ClC=C,498,-1.75,-1.5204000000000024
87,500,500,500,ClC(Cl)(Cl)N(=O)=O,500,-2.0,-1.3334850000000018
88,512,512,512,c1ccc2c(c1)ccc3c4ccccc4ccc23,512,-8.057,-5.850470000000005
89,521,521,521,CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,521,-3.11,-3.7528350000000006
90,537,537,537,C1CCC=CC1,537,-2.59,-2.3030616666666672
91,544,544,544,C1CC=CC1,544,-2.1,-2.3012083333333337
92,547,547,547,CN(C)C(=O)NC1CCCCCCC1,547,-2.218,-1.3697849999999991
93,559,559,559,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,559,-8.402,-5.86786333333334
94,574,574,574,BrCBr,574,-1.17,-1.3472350000000008
95,576,576,576,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,576,-3.896,-2.335965000000001
96,580,580,580,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,580,-3.953,-2.4270412500000003
97,582,582,582,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,582,-6.29,-5.951814999999994
98,595,595,595,ICI,595,-2.34,-1.383535
99,601,601,601,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,601,-0.85,-2.516761666666669
100,603,603,603,COCOC,603,0.48,-0.68232
101,604,604,604,COC(=O)c1ccccc1C(=O)OC,604,-1.66,-2.568075000000001
102,611,611,611,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,611,-5.115,-4.9785200000000005
103,616,616,616,N(c1ccccc1)c2ccccc2,616,-3.504,-2.2329400000000006
104,633,633,633,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,633,-3.62,-2.8073300000000034
105,635,635,635,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,635,-5.03,-4.508263333333335
106,638,638,638,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,638,-3.955,-4.368941500000002
107,653,653,653,CCCCCOC(=O)CC,653,-1.28,-1.9847199999999985
108,655,655,655,CCCCCCCCCC(=O)OCC,655,-4.1,-4.005799999999999
109,656,656,656,CCOC=O,656,0.15,-0.17050000000000004
110,664,664,664,CCOC=C,664,-0.85,-1.0448700000000009
111,674,674,674,CC12CCC(CC1)C(C)(C)O2 ,674,-1.64,-1.658530000000002
112,679,679,679,CN(C)C(=O)SCCCCOc1ccccc1,679,-3.927,-2.969715000000001
113,684,684,684,CN(C)C(=O)Nc1ccccc1,684,-1.6,-2.7749863095238085
114,697,697,697,Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,697,-4.445,-3.210182916666669
115,701,701,701,CNC(=O)Oc1cccc(N=CN(C)C)c1,701,-2.34,-3.299966666666668
116,711,711,711,CC(=O)OCC(COC(=O)C)OC(=O)C,711,-0.6,-0.6574149999999997
117,712,712,712,COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,712,-3.246,-5.26864
118,714,714,714,Nc2nc1[nH]cnc1c(=O)[nH]2 ,714,-3.583,-1.9902950000000001
119,721,721,721,CCCCCCCCCCCCCCCCCCCCCCCCCC,721,-8.334,-7.9674700000000165
120,726,726,726,CCCCCCc1ccccc1,726,-5.21,-4.2131483333333275
121,727,727,727,O=C1CNC(=O)N1 ,727,-0.4,-0.7807450000000007
122,732,732,732,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,732,-4.88,-4.094190000000005
123,750,750,750,CC(C)COC=O,750,-1.01,-1.6699099999999993
124,753,753,753,Cc1cc(no1)C(=O)NNCc2ccccc2,753,-2.461,-1.7302833333333334
125,758,758,758,CC(C)CCOC=O,758,-1.52,-1.9890999999999999
126,777,777,777,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,777,-3.604,-4.277230000000001
127,780,780,780,CCOC(=O)CC(=O)OCC,780,-0.82,-0.7114349999999996
128,781,781,781,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,781,0.358,-0.05130999999999985
129,782,782,782,OCC(O)C(O)C(O)C(O)CO ,782,0.06,0.8181500000000015
130,784,784,784,Clc1cccc(Br)c1,784,-3.21,-3.414967499999997
131,785,785,785,Clc1cccc(I)c1,785,-3.55,-3.5735474999999934
132,788,788,788,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,788,-2.518,-3.2474774999999987
133,796,796,796,CC(C)C1CCC(C)CC1=O,796,-2.35,-2.558760000000003
134,799,799,799,COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C ,799,-1.601,-2.739016666666669
135,801,801,801,CO,801,1.57,-0.3863850000000003
136,803,803,803,CCC1(CC)C(=O)NC(=O)N(C)C1=O ,803,-2.23,-2.046829999999998
137,808,808,808,COc2c1occc1cc3ccc(=O)oc23 ,808,-3.664,-4.399389999999998
138,810,810,810,COC(=O)C,810,0.46,0.001699999999999985
139,820,820,820,CCCCCCCCCCCC(=O)OC,820,-4.69,-4.223610000000004
140,843,843,843,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,843,-6.8,-1.5567850000000005
141,852,852,852,Cc1cccc(C)c1,852,-2.82,-2.781187499999999
142,861,861,861,CC(C)=CCC/C(C)=C\CO,861,-2.46,-1.3244466666666677
143,862,862,862,CCNc1ccccc1,862,-1.7,-2.910889999999997
144,872,872,872,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,872,-3.796,-3.268683333333336
145,879,879,879,CNc1ccccc1,879,-1.28,-2.5506499999999988
146,881,881,881,OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,881,-3.931,-1.6032150000000014
147,882,882,882,CN(C)C(=O)NC1CC2CC1C3CCCC23,882,-3.171,-2.0880749999999986
148,888,888,888,Nc1ccccc1Cl,888,-1.52,-2.85772
149,894,894,894,Fc1ccccc1Br,894,-2.7,-2.8322950000000016
150,932,932,932,O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,932,-2.39,-2.3197266666666634
151,938,938,938,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,938,-6.291,-5.894579583333341
152,940,940,940,CC(=O)Nc1ccc(F)cc1,940,-1.78,-2.2859692857142875
153,945,945,945,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,945,-4.805,-3.189501666666666
154,958,958,958,c1cC2C(=O)NC(=O)C2cc1,958,-2.932,-2.4119516666666674
155,961,961,961,CC(=O)Nc1ccc(O)cc1,961,-1.03,-1.7629816666666678
156,962,962,962,Oc1ccc(C=O)cc1,962,-0.96,-1.1429599999999986
157,963,963,963,c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,963,-7.87,-6.042070000000006
158,967,967,967,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,967,-1.95,-2.425304166666667
159,970,970,970,Cc1ccc(N)cc1,970,-1.21,-2.419574999999998
160,990,990,990,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,990,-3.408,-1.8772049999999991
161,996,996,996,CCCC(=O)OC,996,-1.92,-1.1393300000000015
162,1000,1000,1000,CCCC1CCCC1,1000,-4.74,-3.972700000000003
163,1006,1006,1006,c1ccc(cc1)c2ccc(cc2)c3ccccc3,1006,-7.11,-3.6950050000000068
164,1007,1007,1007,Cc1ccc(cc1)S(=O)(=O)N,1007,-1.74,-2.1401949999999985
165,1014,1014,1014,c1ccncc1,1014,0.76,0.26052000000000053
166,1022,1022,1022,CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,1022,-2.696,-2.870464166666667
167,1023,1023,1023,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,1023,-2.62,-3.270515000000003
168,1033,1033,1033,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,1033,-4.207,-4.010122499999997
169,1035,1035,1035,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,1035,-4.634,-3.089395000000002
170,1036,1036,1036,CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,1036,-4.706,-3.139515000000001
171,1037,1037,1037,CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,1037,-4.749,-3.0915549999999974
172,1041,1041,1041,CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23 ,1041,-5.153,-3.9835699999999945
173,1045,1045,1045,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,1045,-3.36,-3.319091666666667
174,1048,1048,1048,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,1048,-0.85,-1.3571999999999995
175,1057,1057,1057,CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,1057,-1.981,-2.1758683333333337
176,1060,1060,1060,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,1060,-4.743,-3.935222500000001
177,1063,1063,1063,C1OC1c2ccccc2 ,1063,-1.6,-2.5877850000000002
178,1069,1069,1069,CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,1069,-2.016,-2.4686416666666644
179,1070,1070,1070,CC(C)(C)c1ccccc1,1070,-3.66,-2.5936824999999986
180,1073,1073,1073,Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,1073,-2.484,-4.363832499999994
181,1093,1093,1093,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O ,1093,-3.46,-2.4613508333333334
182,1096,1096,1096,CCSCCSP(=S)(OC)OC,1096,-3.091,-3.4169750000000043
183,1097,1097,1097,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,1097,-3.36,-2.4172716666666645
184,1099,1099,1099,Sc1ccccc1,1099,-2.12,-2.4908049999999995
185,1104,1104,1104,CC(C)c1ccc(C)cc1O,1104,-2.22,-2.0650049999999998
186,1120,1120,1120,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,1120,-2.68,-3.1022399999999966
187,1121,1121,1121,ClC(Cl)(Cl)C#N,1121,-2.168,-1.547830000000003
188,1129,1129,1129,CCOP(=O)(OCC)OCC,1129,0.43,-1.0440300000000002
189,1131,1131,1131,ClC(Cl)(Cl)C(NC=O)N1C=CN(C=C1)C(NC=O)C(Cl)(Cl)Cl ,1131,-4.19,-1.9214133333333339
190,1142,1142,1142,Cc1cccc(C)c1NC(=O)c2cc(c(Cl)cc2O)S(N)(=O)=O,1142,-3.79,-2.6859175
