,0,1,2,3,4,5,6
149,866,866,866,COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C ,866,-4.76,-2.268898333333333
150,875,875,875,Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,875,-5.46,-3.8475050833333313
151,877,877,877,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,877,-2.22,-0.9280149999999998
152,885,885,885,CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,885,-4.046,-4.06309583333333
153,886,886,886,ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,886,-6.51,-5.957320000000011
154,900,900,900,Cc1ccccc1N(=O)=O,900,-2.33,-2.7549150000000027
155,904,904,904,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,904,-5.696,-4.023879666666659
156,909,909,909,CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,909,-3.73,-3.3175949999999967
157,910,910,910,Nc1ccc(cc1)c2ccc(N)cc2,910,-2.7,-2.5472099999999958
158,912,912,912,ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,912,-6.9,-6.090605000000003
159,927,927,927,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,927,-5.65,-4.988019999999997
160,933,933,933,CCCCCOC(=O)C,933,-1.89,-1.4454700000000003
161,934,934,934,CCCCC(=O)OCC,934,-2.25,-1.6623350000000015
162,937,937,937,Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,937,-3.8,-3.3875491111111176
163,939,939,939,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,939,-8.804,-4.456347000000002
164,943,943,943,c1ccc2c(c1)cnc3ccccc23 ,943,-2.78,-4.036237000000001
165,948,948,948,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,948,-2.9,-2.7917700000000023
166,976,976,976,CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,976,-4.12,-4.0791450000000005
167,981,981,981,CCC1(C(C)C)C(=O)NC(=O)NC1=O ,981,-2.21,-2.1217066666666713
168,985,985,985,CSc1nc(NC(C)C)nc(NC(C)C)n1,985,-4.1,-2.8583049999999997
169,1005,1005,1005,c2cnc1ncncc1n2,1005,0.02,-0.7005150000000013
170,1009,1009,1009,CC1=C(CCCO1)C(=O)Nc2ccccc2 ,1009,-2.56,-2.3806599999999993
171,1015,1015,1015,c1cncnc1,1015,1.1,-0.767705
172,1018,1018,1018,c1ccc2ncccc2c1,1018,-1.3,-1.794130000000002
173,1027,1027,1027,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,1027,-5.72,-5.862194999999989
174,1031,1031,1031,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,1031,-3.928,-2.835683333333334
175,1052,1052,1052,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,1052,-2.356,-2.438336666666668
176,1059,1059,1059,CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,1059,-3.84,-3.6384304166666688
177,1061,1061,1061,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1061,-4.522,-5.185384999999992
178,1068,1068,1068,Nc1ccc(cc1)S(N)(=O)=O,1068,-1.34,-2.2541483333333328
179,1071,1071,1071,C/C=C/C=O,1071,0.32,0.22197000000000006
180,1075,1075,1075,CCNc1nc(NC(C)(C)C)nc(OC)n1,1075,-3.239,-3.3834549999999965
181,1078,1078,1078,CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,1078,-5.184,-4.841724999999998
182,1091,1091,1091,Cn1c(=O)n(C)c2nc[nH]c2c1=O,1091,-1.39,-1.5843599999999995
183,1092,1092,1092,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,1092,-2.154,-3.6479233333333307
184,1098,1098,1098,c1ccsc1,1098,-1.33,-1.5374733333333304
185,1100,1100,1100,Sc1nccc(=O)[nH]1 ,1100,-2.273,-0.7571900000000013
186,1109,1109,1109,CC/C=C/C,1109,-2.54,-2.115845000000003
187,1110,1110,1110,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,1110,-3.61,-3.729806666666661
188,1113,1113,1113,CC5(C)OC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O5)C(=O)CO ,1113,-4.31,-3.9997849999999975
189,1135,1135,1135,O=c1cc[nH]c(=O)[nH]1 ,1135,-1.488,-1.8977149999999972
190,1140,1140,1140,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,1140,-4.925,-4.443599999999993
